stop_id,trip_id,time
3765168,13330,17:06:20
3765168,13485,16:59:49
3765168,13560,16:57:27
3765168,13566,16:59:01
3765168,15848,17:00:23
3765168,15851,17:01:26
3765168,17486,17:03:05
3765168,17490,17:04:42
3765168,17493,17:05:40
3765168,17494,17:07:46
3765168,17499,17:09:57
3765168,18294,17:13:00
3765168,18299,16:55:00
3765168,18301,17:03:33
3765168,18304,16:34:28
3765168,18305,16:35:41
3765168,18342,16:32:05
3765168,2149,16:50:00
3765168,22855,17:21:00
3765168,24864,16:30:00
3765171,13330,16:36:20
3765171,13485,16:29:49
3765171,13560,16:27:27
3765171,13566,16:29:01
3765171,15848,16:30:23
3765171,15851,16:31:26
3765171,17486,16:33:05
3765171,17490,16:34:42
3765171,17493,16:35:40
3765171,17494,16:37:46
3765171,17499,16:39:57
3765171,18294,16:43:00
3765171,18299,16:25:00
3765171,18301,16:33:33
3765171,18304,16:04:28
3765171,18305,16:05:41
3765171,18342,16:02:05
3765171,2149,16:20:00
3765171,22855,16:51:00
3765171,24864,16:00:00
3765174,13330,16:06:20
3765174,13485,15:59:49
3765174,13560,15:57:27
3765174,13566,15:59:01
3765174,15848,16:00:23
3765174,15851,16:01:26
3765174,17486,16:03:05
3765174,17490,16:04:42
3765174,17493,16:05:40
3765174,17494,16:07:46
3765174,17499,16:09:57
3765174,18294,16:13:00
3765174,18299,15:55:00
3765174,18301,16:03:33
3765174,18304,15:34:28
3765174,18305,15:35:41
3765174,18342,15:32:05
3765174,2149,15:50:00
3765174,22855,16:21:00
3765174,24864,15:30:00
3765177,13330,15:36:20
3765177,13485,15:29:49
3765177,13560,15:27:27
3765177,13566,15:29:01
3765177,15848,15:30:23
3765177,15851,15:31:26
3765177,17486,15:33:05
3765177,17490,15:34:42
3765177,17493,15:35:40
3765177,17494,15:37:46
3765177,17499,15:39:57
3765177,18294,15:43:00
3765177,18299,15:25:00
3765177,18301,15:33:33
3765177,18304,15:04:28
3765177,18305,15:05:41
3765177,18342,15:02:05
3765177,2149,15:20:00
3765177,22855,15:51:00
3765177,24864,15:00:00
