stop_id,stop_code,name,lat,lon
12268,101036,MAIN ST @ 450 N,41.040928,-111.942801
12270,111059,800 W @ 2252 S,40.866692,-111.901972
12271,111060,800 W @ 2115 S,40.868587,-111.901973
12272,111061,800 W @ 1975 S,40.870301,-111.901963
12273,111062,800 W @ 1801 S,40.872254,-111.901942
12274,108025,800 W @ 1415 S,40.875224,-111.901936
12276,108026,800 W @ 1305 S,40.876396,-111.901917
12277,108027,800 W @ 1155 S,40.878095,-111.901914
12278,108028,800 W @ 991 S,40.879787,-111.901899
12280,108030,800 W @ 488 S,40.884664,-111.901917
12281,108031,800 W @ 136 N,40.890815,-111.901966
12282,108032,800 W @ 290 N,40.892635,-111.901964
12283,108033,800 W @ 680 N,40.893651,-111.901951
12292,109160,400 N @ 470 E,40.893944,-111.870679
12295,109163,400 N @ 798 E,40.893967,-111.864491
12298,109088,1000 E @ 548 N,40.895585,-111.860651
12299,109089,1000 E @ 858 N,40.897937,-111.860991
12300,109091,900 E @ 515 N,40.895771,-111.863152
12301,109092,900 E @ 419 N,40.894544,-111.863131
12302,109093,400 N @ 751 E,40.894091,-111.864983
12310,126618,1300 E @ 2185 S,40.723773,-111.853574
12316,108034,800 W @ 381 N,40.893631,-111.902095
12317,108035,800 W @ 261 N,40.892524,-111.902113
12318,108036,800 W @ 137 N,40.890838,-111.902075
12319,108037,800 W @ 499 S,40.884599,-111.902104
12322,108040,800 W @ 1134 S,40.878125,-111.902073
12323,108041,800 W @ 1380 S,40.876126,-111.902087
12324,108045,800 W @ 1498 S,40.874251,-111.902092
12325,111063,800 W @ 1798 S,40.872485,-111.902111
12326,111064,800 W @ 1965 S,40.870293,-111.902118
12327,111065,800 W @ 2124 S,40.868479,-111.902121
12328,111067,800 W @ 2294 S,40.864786,-111.902133
12330,112082,2600 S @ 445 W,40.861536,-111.891127
12331,112112,200 W @ 2559 S,40.862375,-111.885687
12332,112070,200 W @ 2379 S,40.863978,-111.885671
12333,112071,200 W @ 2205 S,40.866207,-111.885639
12334,112072,200 W @ 1975 S,40.869081,-111.885633
12335,112073,200 W @ 1797 S,40.870991,-111.885616
12340,109246,MEDICAL DR @ 430 S,40.884724,-111.867497
12341,109097,500 S @ 424 E,40.884244,-111.869644
12342,109082,500 S @ 740 E,40.884262,-111.866525
12343,109054,500 S @ 810 E,40.884273,-111.864758
12344,109055,500 S @ 902 E,40.884271,-111.862313
12347,109061,CENTER ST @ 1148 E,40.889809,-111.856727
12348,112041,DAVIS BLVD @ 1872 S,40.869685,-111.868544
12349,112027,DAVIS BLVD @ 2024 S,40.867295,-111.870313
12350,112118,DAVIS BLVD @ 2134 S,40.865928,-111.871497
12352,112044,DAVIS BLVD @ 2448 S,40.863563,-111.873846
12353,112109,DAVIS BLVD @ 2508 S,40.862358,-111.875224
12354,112046,DAVIS BLVD @ 2720 S,40.859992,-111.877535
12355,112047,DAVIS BLVD @ 2794 S,40.859219,-111.878263
12356,112048,DAVIS BLVD @ 2920 S,40.857918,-111.879546
12357,112049,DAVIS BLVD @ 3016 S,40.856676,-111.880758
12358,112050,DAVIS BLVD @ 3098 S,40.855628,-111.881676
12359,112051,3100 S @ 154 W,40.855481,-111.883779
12360,112052,3100 S @ 198 W,40.855476,-111.885314
12361,112053,3100 S @ 298 W,40.855478,-111.886877
12363,111083,3800 S @ 698 W,40.848571,-111.898628
12364,111024,3800 S @ 799 W,40.848532,-111.901916
12365,111025,3800 S @ 864 W,40.848498,-111.904177
12366,111046,WILDCAT LN @ 2635 S,40.862557,-111.899503
12367,111047,WILDCAT LN @ 2350 S,40.865115,-111.898715
12368,111048,WILDCAT LN @ 2125 S,40.868112,-111.897314
12369,111049,625 W @ 1715 S,40.872921,-111.896338
12370,111050,1600 S @ 578 W,40.873797,-111.895261
12372,608001,US HWY 89 @ 420 S,41.401836,-112.035702
12373,608005,US HWY 89 @ 7720 S,41.369316,-112.034905
12374,608004,US HWY 89 @ 7430 S,41.374673,-112.033454
12376,109187,MAIN ST @ 598 N,40.924737,-111.878877
12377,109188,MAIN ST @ 846 N,40.926715,-111.878854
12378,107086,MAIN ST @ 970 N,40.928736,-111.878861
12387,107087,MAIN ST @ 975 N,40.928684,-111.879054
12388,109222,MAIN ST @ 789 N,40.926377,-111.879008
12389,109223,MAIN ST @ 611 N,40.924591,-111.879056
12392,108012,CHILDS LN @ 2339 N,40.915197,-111.896856
12393,108013,640 W @ 2201 N,40.913503,-111.896851
12396,108021,PAGES LN @ 713 W,40.906569,-111.899228
12397,108022,PAGES LN @ 655 W,40.906565,-111.897514
12398,108023,PAGES LN @ 610 W,40.906564,-111.895914
12402,109108,200 W @ 1401 N,40.903551,-111.885649
12403,109109,200 W @ 1001 N,40.899783,-111.885673
12404,109110,200 W @ 923 N,40.898461,-111.885672
12406,109112,200 W @ 553 N,40.896235,-111.885672
12409,109150,200 W @ 295 N,40.892006,-111.885705
12413,112065,ELAINE AVE @ 977 E,40.867723,-111.861002
12414,112067,900 E @ 1861 S,40.869628,-111.862577
12415,112068,900 E @ 1815 S,40.871007,-111.862593
12416,112069,MUELLER PARK RD @ 801 E,40.871264,-111.864625
12417,112040,DAVIS BLVD @ 1818 S,40.870854,-111.867771
12418,109135,1500 S @ 411 W,40.874672,-111.890827
12419,109136,1500 S @ 365 W,40.874675,-111.889002
12420,109137,200 W @ 1098 S,40.877582,-111.886317
12421,109138,200 W @ 887 S,40.880711,-111.885586
12422,109227,200 W @ 467 S,40.884579,-111.885554
12423,109140,200 W @ 301 S,40.886462,-111.885546
12424,109141,200 W @ 101 S,40.888133,-111.885544
12425,109142,200 W @ 98 N,40.889591,-111.885541
12426,109143,200 W @ 290 N,40.892299,-111.885537
12427,109238,200 W @ 430 N,40.894334,-111.885515
12429,109239,200 W @ 670 N,40.896331,-111.885544
12430,109148,200 W @ 1002 N,40.900045,-111.885552
12431,109149,200 W @ 1398 N,40.902973,-111.885541
12436,108002,PAGES LN @ 648 W,40.906685,-111.897545
12437,108003,PAGES LN @ 724 W,40.906691,-111.899724
12443,108010,640 W @ 2202 N,40.913886,-111.896697
12444,108011,640 W @ 2310 N,40.915117,-111.896713
12447,109151,200 W @ 25 N,40.889487,-111.885711
12448,109152,200 W @ 120 S,40.887959,-111.885721
12449,109153,200 W @ 302 S,40.886176,-111.885725
12450,109226,200 W @ 480 S,40.884482,-111.885729
12451,109244,200 W @ 746 S,40.881896,-111.885715
12452,109154,200 W @ 848 S,40.880474,-111.885725
12453,109155,200 W @ 1048 S,40.878264,-111.886121
12454,109156,300 W @ 1498 S,40.874871,-111.888365
12455,109157,1500 S @ 410 W,40.874779,-111.891124
12458,111052,WILDCAT LN @ 1778 S,40.872671,-111.896437
12460,101080,MAIN ST @ 598 N   (KAYSVILLE),41.045047,-111.951045
12462,101082,MAIN ST @ 780 N (LAYTON),41.048847,-111.956124
12466,101086,FORT LN @ 203 S,41.057423,-111.957544
12467,101089,GENTILE ST @ 223 E,41.060191,-111.961531
12468,101091,GENTILE ST @ 51 E,41.060233,-111.964381
12469,101092,MAIN ST @ 172 N,41.062696,-111.968367
12472,101095,MAIN ST @ 570 N,41.067709,-111.973335
12473,101097,MAIN ST @ 688 N    (LAYTON),41.070887,-111.976701
12475,101098,MAIN ST @ 1040 N,41.074881,-111.980931
12476,101099,MAIN ST @ 1130 N   (LAYTON),41.076805,-111.983418
12477,101100,MAIN ST @ 1380 N,41.080108,-111.988855
12478,101101,MAIN ST @ 1538 N,41.082084,-111.992116
12479,101102,MAIN ST @ 1580 N,41.083653,-111.994694
12481,101104,MAIN ST @ 1986 N    (LAYTON),41.088404,-112.000156
12483,633090,STATE ST @ 1299 S,41.094551,-112.006271
12485,109062,CENTER ST @ 1216 E,40.889911,-111.855443
12486,109064,CENTER ST @ 1298 E,40.890287,-111.853562
12487,109066,1300 E @ 180 S,40.887581,-111.853464
12488,109067,1300 E @ 292 S,40.885858,-111.853507
12489,109068,300 S @ 1205 E,40.885773,-111.856192
12494,109073,CANYON CREST DR @ 1200 S,40.877257,-111.855251
12495,109074,CANYON CREST DR @ 1398 E,40.875479,-111.855475
12496,109075,MILLBROOK DR @ 1185 E,40.875836,-111.856921
12497,109076,MILLBROOK DR @ 1037 E,40.876811,-111.859562
12498,109077,MILLBROOK DR @ 941 E,40.877204,-111.862235
12499,109078,DAVIS BLVD @ 1015 S,40.878604,-111.863041
12504,109052,500 S @ 535 E,40.884355,-111.869432
12510,112077,200 W @ 1960 S,40.869217,-111.885768
12511,112078,200 W @ 2180 S,40.866442,-111.885797
12512,112113,200 W @ 2382 S,40.863752,-111.885824
12513,112080,200 W @ 2598 S,40.862032,-111.885848
12514,628159,MAIN ST @ 2465 N,41.150621,-112.026192
12515,628160,MAIN ST @ 2331 N,41.148091,-112.026253
12516,628161,MAIN ST @ 2001 N,41.142448,-112.026194
12518,633105,MAIN ST @ 1299 N     (SUNSET),41.132192,-112.026215
12519,633106,MAIN ST @ 1115 N,41.129503,-112.026215
12520,633108,MAIN ST @ 649 N,41.122288,-112.026187
12522,633016,MAIN ST @ 291 N,41.117614,-112.026211
12527,633119,STATE ST @ 860 S,41.101396,-112.013411
12529,633121,STATE ST @ 1148 S   (CLEARFIELD),41.096911,-112.008994
12533,101050,MAIN ST @ 1969 N,41.088094,-112.000243
12534,101051,MAIN ST @ 1711 N,41.085605,-111.997711
12535,101052,MAIN ST @ 1591 N,41.083446,-111.994817
12537,101054,MAIN ST @ 1465 N,41.081005,-111.990767
12538,101119,MAIN ST @ 1255 N    (LAYTON),41.078387,-111.986435
12539,101057,MAIN ST @ 1125 N    (LAYTON),41.076604,-111.983523
12543,101060,MAIN ST @ 515 N,41.067997,-111.974065
12544,101061,MAIN ST @ 301 N,41.064554,-111.970451
12545,101062,MAIN ST @ 145 N,41.062575,-111.968586
12546,101063,GENTILE ST @ 70 E,41.060106,-111.964126
12548,101066,FORT LN @ 180 S,41.057308,-111.957788
12550,101121,FORT LN @ 410 S,41.053743,-111.957826
12551,101069,MAIN ST @ 736 S,41.049586,-111.957311
12552,101071,MAIN ST @ 836 S,41.047447,-111.954837
12558,101076,MAIN ST @ 375 N,41.040897,-111.943683
12559,101122,MAIN ST @ 315 N,41.040102,-111.941142
12563,104038,MAIN ST @ 220 S,41.030803,-111.935785
12564,104039,MAIN ST @ 360 S   (KAYSVILLE),41.029487,-111.934276
12566,104041,MAIN ST @ 648 S,41.024081,-111.927961
12567,104042,MAIN ST @ 720 S,41.022205,-111.925773
12568,104061,MAIN ST @ 870 S,41.019863,-111.922871
12570,104044,MAIN ST @ 1180 S,41.015827,-111.917955
12571,104058,MAIN ST @ 1213 S,41.014692,-111.916339
12573,109113,MAIN ST @ 167 N,40.918761,-111.879113
12574,109114,MAIN ST @ 26 S,40.916911,-111.879089
12575,109115,MAIN ST @ 198 S,40.915405,-111.879119
12576,109116,MAIN ST @ 402 S   (CENTERVILLE),40.912826,-111.879132
12577,109230,MAIN ST @ 560 S,40.910936,-111.879138
12578,109117,MAIN ST @ 876 S    (CENTERVILLE),40.907929,-111.879127
12579,109119,MAIN ST @ 1550 N   (BOUNTIFUL),40.906057,-111.879131
12580,109118,MAIN ST @ 1469 N    (BOUNTIFUL),40.904164,-111.879087
12581,109120,MAIN ST @ 1255 N,40.902328,-111.879099
12582,109121,MAIN ST @ 1101 N,40.900975,-111.879146
12583,109122,MAIN ST @ 935 N,40.898997,-111.879091
12584,109123,MAIN ST @ 801 N,40.897922,-111.879047
12585,109124,MAIN ST @ 523 N,40.895268,-111.879135
12586,109125,MAIN ST @ 301 N,40.892623,-111.880823
12587,109127,MAIN ST @ 298 S,40.886481,-111.880791
12588,109128,MAIN ST @ 498 S   (BOUNTIFUL),40.884421,-111.880824
12589,109129,MAIN ST @ 620 S,40.882142,-111.880796
12590,109130,MAIN ST @ 846 S,40.880533,-111.881084
12591,109131,MAIN ST @ 960 S,40.879442,-111.881985
12592,109132,MAIN ST @ 1240 S    (BOUNTIFUL),40.877295,-111.883721
12593,109133,MAIN ST @ 1398 S,40.876137,-111.884696
12595,112007,MAIN ST @ 1602 S,40.873251,-111.887048
12597,112009,MAIN ST @ 1820 S,40.870793,-111.889025
12598,112010,MAIN ST @ 2008 S,40.869784,-111.889935
12599,112011,MAIN ST @ 2024 S   (BOUNTIFUL),40.868681,-111.890736
12600,112012,MAIN ST @ 2136 S,40.867765,-111.891515
12601,112013,500 W @ 2348 S,40.864727,-111.892344
12603,111073,US HWY 89 @ 425 N,40.849758,-111.905828
12609,104003,MOUNTAIN RD @ 178 S,41.032189,-111.902436
12610,104067,MOUNTAIN RD @ 498 S,41.027546,-111.901424
12611,118129,N ST @ 210 N,40.774207,-111.864039
12612,118130,N ST @ 260 N,40.775371,-111.864007
12613,118131,6TH AVE @ 841 E,40.776277,-111.864373
12614,118132,6TH AVE @ 753 E,40.776275,-111.866828
12615,118133,6TH AVE @ 703 E,40.776276,-111.868385
12616,118134,6TH AVE @ 603 E,40.776282,-111.871347
12617,118019,E ST @ 401 N,40.778604,-111.877647
12618,118020,E ST @ 361 N,40.777622,-111.877588
12619,118116,6TH AVE @ 426 E,40.776181,-111.876521
12620,118117,6TH AVE @ 490 E,40.776181,-111.874723
12621,118120,6TH AVE @ 760 E,40.776156,-111.866572
12622,118118,6TH AVE @ 588 E,40.776187,-111.871816
12623,118119,6TH AVE @ 698 E,40.776163,-111.868694
12624,118121,M ST @ 233 N,40.774837,-111.865646
12625,118122,M ST @ 201 N,40.774065,-111.865627
12626,118123,M ST @ 151 N,40.773034,-111.865632
12627,118124,M ST @ 101 N,40.771878,-111.865639
12628,118125,M ST @ 51 N,40.770739,-111.865669
12629,118141,SOUTH TEMPLE @ 908 E,40.769296,-111.864808
12630,118142,SOUTH TEMPLE @ 978 E,40.769285,-111.862966
12631,118143,SOUTH TEMPLE @ 1066 E,40.769288,-111.860091
12632,118144,SOUTH TEMPLE @ 1176 E,40.769286,-111.857111
12633,118145,SOUTH TEMPLE @ 1274 E,40.769284,-111.854367
12634,118147,SOUTH TEMPLE @ 1251 E,40.769412,-111.854897
12636,118148,SOUTH TEMPLE @ 1107 E,40.769448,-111.859328
12637,118149,SOUTH TEMPLE @ 1025 E,40.769438,-111.862077
12638,118126,N ST @ 40 N,40.770341,-111.864037
12639,118127,N ST @ 90 N,40.771487,-111.864033
12641,118135,6TH AVE @ 515 E,40.776293,-111.874331
12642,118136,6TH AVE @ 403 E,40.776276,-111.877311
12643,118079,E ST @ 336 N,40.777191,-111.877528
12644,118080,E ST @ 390 N,40.778343,-111.877498
12648,118177,SOUTH TEMPLE @ 370 E,40.769279,-111.880063
12651,118023,3RD AVE @ 402 E,40.772786,-111.877201
12652,118024,3RD AVE @ 488 E,40.772799,-111.874757
12653,118025,3RD AVE @ 580 E,40.772784,-111.871955
12654,118026,3RD AVE @ 686 E,40.772791,-111.868879
12655,118179,3RD AVE @ 788 E,40.772777,-111.865841
12656,118028,3RD AVE @ 848 E,40.772782,-111.864388
12657,118029,3RD AVE @ 948 E,40.772772,-111.861296
12658,118030,3RD AVE @ 1048 E,40.772785,-111.858301
12659,118031,3RD AVE @ 1136 E,40.772782,-111.855361
12660,118180,3RD AVE @ 1232 E,40.772767,-111.852575
12662,127027,KOMAS DR @ 542 S,40.756122,-111.830904
12663,127028,KOMAS DR @ 650 S,40.755031,-111.829258
12665,127029,ARAPEEN DR @ 720 S,40.753683,-111.826774
12666,127030,ARAPEEN DR @ 750 S,40.752297,-111.826781
12668,111003,ORCHARD DR @ 85 N    (N. SALT LAKE),40.842914,-111.903963
12670,111005,ORCHARD DR @ 156 N,40.844709,-111.901765
12671,111006,ORCHARD DR @ 228 N,40.846485,-111.899569
12673,111009,ORCHARD DR @ 370 N   (N. SALT LAKE),40.848839,-111.897192
12677,112102,ORCHARD DR @ 3009 S,40.856385,-111.891841
12679,112104,ORCHARD DR @ 2721 S,40.860038,-111.887154
12680,112105,200 W @ 2601 S,40.861381,-111.885672
12682,112107,ORCHARD DR @ 2461 S,40.863138,-111.880937
12683,112108,ORCHARD DR @ 2193 S,40.866435,-111.878844
12686,112086,ORCHARD DR @ 1785 S,40.871587,-111.876355
12687,109220,ORCHARD DR @ 1485 S,40.875071,-111.874819
12688,109211,ORCHARD DR @ 1085 S,40.878747,-111.873238
12690,109213,ORCHARD DR @ 655 S,40.882305,-111.872325
12691,109214,ORCHARD DR @ 505 S,40.884125,-111.872271
12693,109028,400 E @ 55 S,40.889375,-111.872278
12694,109022,400 E @ 56 S,40.889047,-111.872456
12697,109232,ORCHARD DR @ 530 S,40.883951,-111.872461
12698,109216,ORCHARD DR @ 650 S,40.882514,-111.872477
12699,109218,ORCHARD DR @ 1090 S,40.878491,-111.873523
12700,109221,ORCHARD DR @ 1470 S,40.875156,-111.874989
12701,112088,ORCHARD DR @ 1646 S,40.872736,-111.876061
12702,112089,ORCHARD DR @ 1812 S,40.870872,-111.876875
12703,109217,ORCHARD DR @ 900 S,40.880381,-111.873032
12706,112092,ORCHARD DR @ 2260 S,40.865228,-111.879761
12715,117197,300 W @ 870 N,40.788855,-111.900128
12716,117206,BECK ST @ 1000 N,40.792051,-111.902015
12720,117078,US HWY 89 @ 15 S   (N. SALT LAKE),40.841496,-111.910192
12721,109029,400 E @ 296 N,40.892434,-111.872274
12722,109030,400 E @ 410 N,40.894527,-111.872282
12724,109032,400 E @ 770 N,40.897269,-111.872294
12726,109034,400 E @ 1030 N,40.899821,-111.872299
12728,109036,400 E @ 1340 N,40.903148,-111.872302
12729,109037,400 E @ 1440 N,40.904661,-111.872306
12730,109038,400 E @ 1490 N,40.906378,-111.872311
12732,109041,400 E @ 715 S,40.909466,-111.872294
12734,107057,200 E @ 551 S,40.970869,-111.883223
12735,107058,200 E @ 461 S,40.972763,-111.883195
12736,107059,200 E @ 355 S,40.974379,-111.883169
12737,107060,200 E @ 221 S,40.976012,-111.883202
12738,107061,200 E @ 185 S,40.977513,-111.883191
12739,107062,200 E @ 111 S,40.978641,-111.883303
12740,105006,MAIN ST @ 110 N,40.982364,-111.887449
12742,105008,MAIN ST @ 290 N,40.985221,-111.887423
12744,105010,MAIN ST @ 498 N,40.988477,-111.887427
12745,105011,600 N @ 108 W,40.990285,-111.889734
12747,104022,MAIN ST @ 904 N,40.995437,-111.896343
12748,104023,MAIN ST @ 1060 N,40.998376,-111.898217
12754,104014,MAIN ST @ 1217 N,41.000447,-111.900191
12755,104015,MAIN ST @ 1029 N,40.998195,-111.898252
12756,107010,200 E @ 1110 S,40.962339,-111.883409
12757,107011,200 E @ 1270 S,40.959726,-111.883401
12758,107012,200 E @ 1372 S,40.958058,-111.883387
12759,107013,200 E @ 1478 S    (FARMINGT0N),40.955962,-111.883418
12761,107014,MAIN ST @ 2155 N    (CENTERVILLE),40.950191,-111.882932
12763,107016,MAIN ST @ 1951 N,40.946206,-111.881469
12764,107017,MAIN ST @ 1821 N,40.943763,-111.880691
12765,107018,MAIN ST @ 1705 N,40.942332,-111.880337
12767,107021,MAIN ST @ 1455 N,40.937295,-111.879275
12769,107023,MAIN ST @ 1301 N,40.933481,-111.879027
12770,107024,MAIN ST @ 1201 N    (CENTERVILLE),40.932003,-111.879039
12773,107027,CHASE LN @ 390 E,40.929067,-111.874384
12775,109233,400 E @ 701 N,40.925755,-111.872666
12776,109002,400 E @ 585 N,40.923892,-111.872351
12777,109004,400 E @ 255 N,40.919597,-111.872384
12779,109006,400 E @ 90 S,40.916391,-111.872428
12781,109008,400 E @ 390 S,40.913209,-111.872451
12783,109010,400 E @ 710 S,40.909425,-111.872482
12784,109011,400 E @ 910 S,40.907294,-111.872471
12785,109012,400 E @ 1565 N,40.905951,-111.872481
12786,109013,400 E @ 1405 N,40.904401,-111.872487
12787,109014,400 E @ 1305 N,40.902877,-111.872489
12789,109016,400 E @ 1057 N,40.899851,-111.872488
12791,109018,400 E @ 675 N,40.897051,-111.872478
12794,109021,400 E @ 155 N,40.891271,-111.872471
12795,112093,ORCHARD DR @ 2550 S,40.862459,-111.882103
12797,112039,ORCHARD DR @ 3010 S,40.856503,-111.891989
12798,111034,ORCHARD DR @ 3110 S,40.855519,-111.893067
12799,111035,ORCHARD DR @ 3190 S,40.854491,-111.894231
12800,104016,MAIN ST @ 903 N,40.995434,-111.896488
12802,104018,MAIN ST @ 675 N,40.990979,-111.893411
12804,105001,MAIN ST @ 479 N,40.988385,-111.887589
12806,105003,MAIN ST @ 305 N,40.985545,-111.887616
12808,105005,MAIN ST @ 109 N,40.982292,-111.887611
12810,107003,200 E @ 190 S,40.977309,-111.883334
12811,107004,200 E @ 350 S,40.974438,-111.883367
12812,107005,200 E @ 498 S,40.972525,-111.883375
12813,107006,200 E @ 548 S,40.971163,-111.883388
12814,107007,200 E @ 690 S,40.969274,-111.883432
12815,107008,200 E @ 832 S,40.966746,-111.883461
12817,109043,400 E @ 551 S,40.911042,-111.872284
12819,109045,400 E @ 105 S,40.916109,-111.872224
12820,109046,400 E @ 120 N,40.918378,-111.872208
12821,109047,400 E @ 210 N,40.919609,-111.872187
12822,109048,400 E @ 390 N,40.921151,-111.872176
12823,109049,400 E @ 620 N,40.924137,-111.872236
12824,109050,400 E @ 738 N,40.926162,-111.872674
12825,107028,400 E @ 990 N,40.928961,-111.873989
12826,107029,CHASE LN @ 230 E,40.929161,-111.875811
12827,107030,CHASE LN @ 30 E   (CENTERVILLE),40.929151,-111.878624
12829,107031,MAIN ST @ 1198 N   (CENTERVILLE),40.931891,-111.878871
12830,107032,MAIN ST @ 1300 N,40.933354,-111.878853
12831,107040,MAIN ST @ 1390 N,40.935638,-111.878873
12832,107089,MAIN ST @ 1440 N,40.937132,-111.879009
12834,107043,MAIN ST @ 1590 N,40.940314,-111.879734
12835,107044,MAIN ST @ 1690 N,40.941977,-111.880049
12836,107045,MAIN ST @ 1806 N,40.943533,-111.880434
12837,107046,MAIN ST @ 1970 N,40.946235,-111.881304
12839,107048,MAIN ST @ 2212 N,40.950604,-111.882912
12840,107050,200 E @ 1465 S,40.956178,-111.883236
12841,107051,200 E @ 1305 S,40.958647,-111.883262
12842,107052,200 E @ 1201 S,40.960194,-111.883251
12844,107054,200 E @ 911 S,40.965581,-111.883254
12845,107055,200 E @ 811 S,40.967244,-111.883283
12846,107056,200 E @ 681 S,40.968861,-111.883252
12847,111036,ORCHARD DR @ 3422 S,40.851921,-111.896217
12851,111040,ORCHARD DR @ 3998 S,40.846517,-111.899751
12852,111041,ORCHARD DR @ 4096 S,40.844681,-111.902045
12853,111042,ORCHARD DR @ 98 N,40.843631,-111.903325
12854,111043,ORCHARD DR @ 5 N   (N. SALT LAKE),40.842031,-111.905343
12855,111044,CENTER ST @ 165 E,40.841869,-111.907753
12856,111081,CENTER ST @ 80 E,40.841876,-111.909013
12857,111078,US HWY 89 @ 70 S   (N. SALT LAKE),40.839395,-111.911638
12858,111079,US HWY 89 @ 270 S  (N. SALT LAKE),40.836598,-111.913191
12863,117207,BECK ST @ 915 N,40.789156,-111.900698
12866,633137,ANTELOPE DR @ 2190 W    (LAYTON),41.089263,-112.006063
12867,633138,ANTELOPE DR @ 761 E   (CLEARFIELD),41.089206,-112.011809
12868,633078,ANTELOPE DR @ 181 W,41.089332,-112.022837
12869,633079,ANTELOPE DR @ 44 W,41.089332,-112.026886
12872,633140,ANTELOPE DR @ 600 W,41.089285,-112.037402
12873,632009,ANTELOPE DR @ 1005 W,41.089273,-112.045909
12874,632010,ANTELOPE DR @ 1136 W,41.089191,-112.048457
12875,632011,ANTELOPE DR @ 1326 W,41.089188,-112.051871
12881,632017,2000 W @ 669 S,41.104086,-112.064338
12882,632018,2000 W @ 61 S,41.112136,-112.064448
12900,632030,2000 W @ 256 S,41.110037,-112.064678
12901,632031,2000 W @ 720 S,41.103295,-112.064752
12902,632032,2000 W @ 1110 S,41.098495,-112.064713
12903,632042,2000 W @ 1190 S,41.0966,-112.064857
12906,632035,ANTELOPE DR @ 1711 W,41.088956,-112.059031
12909,632038,ANTELOPE DR @ 1101 W,41.088961,-112.048463
12910,632044,ANTELOPE DR @ 955 W,41.089045,-112.043941
12912,632046,ANTELOPE DR @ 517 W,41.089099,-112.034704
12913,633081,ANTELOPE DR @ 301 W,41.089112,-112.030211
12914,633082,ANTELOPE DR @ 15 W,41.089098,-112.027013
12915,633083,ANTELOPE DR @ 150 E,41.089102,-112.023334
12917,633143,ANTELOPE DR @ 2175 W,41.089032,-112.006417
12926,634035,ANTELOPE DR @ 1055 W,41.089128,-111.984592
12933,101112,HILL FIELD RD @ 1415 N,41.080152,-111.973632
12934,101021,HILL FIELD RD @ 1398 N,41.079992,-111.973369
12945,126612,FOOTHILL DR @ 765 S,40.752648,-111.831612
12946,138029,3300 S @ 2710 E,40.699748,-111.814387
12947,138030,3300 S @ 2828 E,40.699741,-111.812075
12948,138031,3300 S @ 2930 E,40.699738,-111.809765
12949,138032,3300 S @ 3008 E,40.699724,-111.807846
12950,138135,3300 S @ 3128 E,40.699725,-111.804981
12951,138136,3300 S @ 3174 E,40.699731,-111.803881
12952,807002,STATE ST @ 660 N,40.350117,-111.729304
12953,127002,FOOTHILL DR @ 700 S,40.754651,-111.833559
12954,127139,2100 E @ 2001 S,40.727497,-111.830744
12955,127140,2100 E @ 1897 S,40.729025,-111.830737
12956,127141,2100 E @ 1805 S,40.731065,-111.830723
12957,127142,2100 E @ 1703 S,40.733381,-111.830719
12958,127143,2100 E @ 1563 S,40.735547,-111.830718
12988,117013,WEST TEMPLE @ 75 N,40.770998,-111.894082
13003,127125,MARIO CAPECCHI DR @ 480 S,40.759922,-111.834941
13004,127144,2100 E @ 1493 S,40.737124,-111.830698
13005,127145,2100 E @ 1385 S,40.739716,-111.830713
13006,127224,2100 E @ 1289 S,40.7421,-111.830682
13007,127225,2100 E @ 1135 S,40.744424,-111.830605
13008,127111,FOOTHILL DR @ 911 S,40.749138,-111.830439
13009,127127,FOOTHILL DR @ 585 S,40.755656,-111.833947
13010,127128,MARIO CAPECCHI DR @ 541 S,40.758448,-111.834827
13011,127129,MARIO CAPECCHI DR @ 495 S,40.75992,-111.834617
13014,127117,SOUTH CAMPUS DR @ 1525 E,40.760515,-111.846792
13027,117232,WEST TEMPLE @ 30 N,40.769901,-111.893842
13029,127074,FOOTHILL DR @ 930 S,40.748891,-111.830757
13030,127085,FOOTHILL DR @ 1002 S,40.747529,-111.830754
13031,127226,2100 E @ 1150 S,40.743944,-111.83082
13032,127146,2100 E @ 1326 S,40.741239,-111.830857
13033,127147,2100 E @ 1388 S,40.739731,-111.830863
13034,127148,2100 E @ 1492 S,40.737209,-111.83085
13035,127149,2100 E @ 1558 S,40.735813,-111.830869
13036,127150,2100 E @ 1710 S,40.733247,-111.830864
13037,127151,2100 E @ 1816 S,40.730865,-111.830869
13038,127152,2100 E @ 1894 S,40.729319,-111.830883
13039,127153,2100 E @ 1954 S,40.727713,-111.83089
13063,127088,FOOTHILL DR @ 1350 S,40.740563,-111.826572
13064,127091,FOOTHILL DR @ 1720 S,40.733161,-111.820167
13066,127093,FOOTHILL DR @ 2050 S,40.726647,-111.815593
13067,127095,FOOTHILL DR @ 2200 S,40.723886,-111.813767
13068,127097,FOOTHILL DR @ 2278 S,40.721905,-111.812322
13081,127099,FOOTHILL DR @ 2295 S,40.721602,-111.811741
13082,127102,FOOTHILL DR @ 2015 S,40.726827,-111.815408
13083,127103,FOOTHILL DR @ 1925 S,40.728462,-111.816485
13084,127104,FOOTHILL DR @ 1825 S,40.731095,-111.818246
13085,127105,FOOTHILL DR @ 1707 S,40.733246,-111.819927
13091,126509,STATE ST @ 324 S,40.762043,-111.888444
13092,127018,CHIPETA WAY @ 575 S,40.756841,-111.824524
13093,127023,WAKARA WAY @ 420 S,40.759521,-111.828726
