trip_id,route_id,stop_code,time
3843850,78787,TX126074,09:40:00
3843850,78787,TX126081,09:37:00
3843850,78787,TX126101,09:35:00
3843850,78787,TX126115,09:32:00
3843850,78787,TX125091,09:44:00
3843850,78787,TX125093,09:50:00
3843850,78787,TX125096,09:52:00
3843850,78787,TX127243,09:29:00
3843850,78787,TX127251,09:27:00
3843850,78787,TX127253,09:26:00
3843850,78787,TX136084,09:48:00
3843851,78787,TX126074,09:24:00
3843851,78787,TX126081,09:21:00
3843851,78787,TX126101,09:19:00
3843851,78787,TX126115,09:16:00
3843851,78787,TX125091,09:28:00
3843851,78787,TX125093,09:34:00
3843851,78787,TX125096,09:36:00
3843851,78787,TX127243,09:13:00
3843851,78787,TX127251,09:11:00
3843851,78787,TX127253,09:10:00
3843851,78787,TX136084,09:32:00
3843852,78787,TX126074,08:55:00
3843852,78787,TX126081,08:52:00
3843852,78787,TX126101,08:50:00
3843852,78787,TX126115,08:47:00
3843852,78787,TX125091,08:59:00
3843852,78787,TX125093,09:05:00
3843852,78787,TX125096,09:07:00
3843852,78787,TX127243,08:44:00
3843852,78787,TX127251,08:42:00
3843852,78787,TX127253,08:41:00
3843852,78787,TX136084,09:03:00
3843853,78787,TX126074,08:25:00
3843853,78787,TX126081,08:22:00
3843853,78787,TX126101,08:20:00
3843853,78787,TX126115,08:17:00
3843853,78787,TX125091,08:29:00
3843853,78787,TX125093,08:35:00
3843853,78787,TX125096,08:37:00
3843853,78787,TX127243,08:14:00
3843853,78787,TX127251,08:12:00
3843853,78787,TX127253,08:11:00
3843853,78787,TX136084,08:33:00
3843933,78787,TX126076,08:39:00
3843933,78787,TX126095,08:42:00
3843933,78787,TX126106,08:44:00
3843933,78787,TX126109,08:47:00
3843933,78787,TX136033,08:25:00
3843933,78787,TX136035,08:23:00
3843933,78787,TX136045,08:21:00
3843933,78787,TX153027,08:19:00
3843933,78787,TX153041,08:15:00
3843933,78787,TX125085,08:36:00
3843933,78787,TX125092,08:30:00
3843933,78787,TX125094,08:28:00
3843933,78787,TX127236,08:50:00
3843933,78787,TX127247,08:52:00
3843933,78787,TX127252,08:53:00
3843933,78787,TX136085,08:32:00
3843934,78787,TX126076,08:09:00
3843934,78787,TX126095,08:12:00
3843934,78787,TX126106,08:14:00
3843934,78787,TX126109,08:17:00
3843934,78787,TX136033,07:55:00
3843934,78787,TX136035,07:53:00
3843934,78787,TX136045,07:51:00
3843934,78787,TX153027,07:49:00
3843934,78787,TX153041,07:45:00
3843934,78787,TX125085,08:06:00
3843934,78787,TX125092,08:00:00
3843934,78787,TX125094,07:58:00
3843934,78787,TX127236,08:20:00
3843934,78787,TX127247,08:22:00
3843934,78787,TX127252,08:23:00
3843934,78787,TX136085,08:02:00
3843935,78787,TX126076,07:39:00
3843935,78787,TX126095,07:42:00
3843935,78787,TX126106,07:44:00
3843935,78787,TX126109,07:47:00
3843935,78787,TX136033,07:25:00
3843935,78787,TX136035,07:23:00
3843935,78787,TX136045,07:21:00
3843935,78787,TX153027,07:19:00
3843935,78787,TX153041,07:15:00
3843935,78787,TX125085,07:36:00
3843935,78787,TX125092,07:30:00
3843935,78787,TX125094,07:28:00
3843935,78787,TX127236,07:50:00
3843935,78787,TX127247,07:52:00
3843935,78787,TX127252,07:53:00
3843935,78787,TX136085,07:32:00
