stop_id,trip_id,[times]
3716934,13330,[17:06:20]
3716934,13485,[16:59:49]
3716934,13560,[16:57:27]
3716934,13566,[16:59:01]
3716934,15848,[17:00:23]
3716934,15851,[17:01:26]
3716934,17486,[17:03:05]
3716934,17490,[17:04:42]
3716934,17493,[17:05:40]
3716934,17494,[17:07:46]
3716934,17499,[17:09:57]
3716934,18294,[17:13:00]
3716934,18299,[16:55:00]
3716934,18301,[17:03:33]
3716934,18304,[16:34:28]
3716934,18305,[16:35:41]
3716934,18342,[16:32:05]
3716934,2149,[16:50:00]
3716934,22855,[17:21:00]
3716934,24864,[16:30:00]
3716935,13330,[16:36:20]
3716935,13485,[16:29:49]
3716935,13560,[16:27:27]
3716935,13566,[16:29:01]
3716935,15848,[16:30:23]
3716935,15851,[16:31:26]
3716935,17486,[16:33:05]
3716935,17490,[16:34:42]
3716935,17493,[16:35:40]
3716935,17494,[16:37:46]
3716935,17499,[16:39:57]
3716935,18294,[16:43:00]
3716935,18299,[16:25:00]
3716935,18301,[16:33:33]
3716935,18304,[16:04:28]
3716935,18305,[16:05:41]
3716935,18342,[16:02:05]
3716935,2149,[16:20:00]
3716935,22855,[16:51:00]
3716935,24864,[16:00:00]
3716936,13330,[16:06:20]
3716936,13485,[15:59:49]
3716936,13560,[15:57:27]
3716936,13566,[15:59:01]
3716936,15848,[16:00:23]
3716936,15851,[16:01:26]
3716936,17486,[16:03:05]
3716936,17490,[16:04:42]
3716936,17493,[16:05:40]
3716936,17494,[16:07:46]
3716936,17499,[16:09:57]
3716936,18294,[16:13:00]
3716936,18299,[15:55:00]
3716936,18301,[16:03:33]
3716936,18304,[15:34:28]
3716936,18305,[15:35:41]
3716936,18342,[15:32:05]
3716936,2149,[15:50:00]
3716936,22855,[16:21:00]
3716936,24864,[15:30:00]
3716937,13330,[15:36:20]
3716937,13485,[15:29:49]
3716937,13560,[15:27:27]
3716937,13566,[15:29:01]
3716937,15848,[15:30:23]
3716937,15851,[15:31:26]
3716937,17486,[15:33:05]
3716937,17490,[15:34:42]
3716937,17493,[15:35:40]
3716937,17494,[15:37:46]
3716937,17499,[15:39:57]
3716937,18294,[15:43:00]
3716937,18299,[15:25:00]
3716937,18301,[15:33:33]
3716937,18304,[15:04:28]
3716937,18305,[15:05:41]
3716937,18342,[15:02:05]
3716937,2149,[15:20:00]
3716937,22855,[15:51:00]
3716937,24864,[15:00:00]
