stop_code,name,lat,lon,routes_array
126427,1100 E @ 1545 S,40.73607,-111.859581,78717-81380
126428,1100 E @ 1457 S,40.737981,-111.859523,78717-81380
126429,1100 E @ 1371 S,40.739737,-111.859539,78717-81380
126443,2100 S @ 1001 E,40.725491,-111.862284,78716-81379
126444,2100 S @ 901 E,40.725498,-111.864907,78716-81379
126445,2100 S @ 803 E,40.725511,-111.86786,78716-81379
126446,2100 S @ 701 E,40.725523,-111.870819,78716-81379
126447,2100 S @ 601 E,40.725532,-111.873599,78716-81379
126448,2100 S @ 489 E,40.725545,-111.877558,78716-81379
126449,2100 S @ 407 E,40.725527,-111.879428,78716-81379
126450,2100 S @ 301 E,40.725528,-111.882265,78716-81379
126451,2100 S @ 201 E,40.725515,-111.885227,78716-81379
126452,2100 S @ 89 E,40.725547,-111.889061,78716-81379
126454,HIGHLAND DR @ 2473 S,40.717767,-111.856658,78717-81380
126455,HIGHLAND DR @ 2291 S,40.720925,-111.857926,78717-81380
126456,HIGHLAND DR @ 2223 S,40.722543,-111.858655,78717-81380
126457,HIGHLAND DR @ 2111 S,40.724804,-111.859547,78717-81380
126458,STATE ST @ 510 S,40.75821,-111.888419,78712-81377
126459,STATE ST @ 604 S,40.755955,-111.88841,78712-81377
126460,STATE ST @ 720 S,40.75373,-111.888416,78712-81377
126461,STATE ST @ 820 S,40.751506,-111.888414,78712-81377
126462,STATE ST @ 910 S,40.749433,-111.888419,78712-81377
126463,STATE ST @ 1050 S,40.746551,-111.888418,78712-81377
126466,STATE ST @ 1428 S,40.739124,-111.888424,78712-81377
126468,STATE ST @ 1730 S,40.732675,-111.888429,78712-81377
126471,STATE ST @ 2154 S,40.724339,-111.888427,78712-81377
126473,STATE ST @ 2354 S,40.719943,-111.888456,78712-81377
126474,STATE ST @ 2510 S,40.716058,-111.888447,78712-81377
126475,STATE ST @ 2473 S,40.716749,-111.888073,78712-81377
126476,STATE ST @ 2363 S,40.719297,-111.888072,78712-81377
126479,STATE ST @ 1925 S,40.728169,-111.888027,78712-81377
126480,STATE ST @ 1791 S,40.731349,-111.888031,78712-81377
126481,STATE ST @ 1601 S,40.735361,-111.888029,78712-81377
126482,STATE ST @ 1495 S,40.737001,-111.888041,78712-81377
126483,STATE ST @ 1385 S,40.739652,-111.88803,78712-81377
126484,STATE ST @ 1285 S,40.741985,-111.888035,78712-81377
126485,STATE ST @ 1135 S,40.744175,-111.888041,78712-81377
126488,STATE ST @ 777 S,40.752287,-111.888035,78712-81377
126489,STATE ST @ 685 S,40.754456,-111.888031,78712-81377
126491,SOUTH CAMPUS DR @ 1530 E,40.760138,-111.846654,78717-78721-78723-78727-78728-78730-78734-78742-78752-78810-80337-80389-81380-81383-81384-81385-81494-81495
126496,GUARDSMAN WAY @ 601 S,40.756915,-111.845244,78710-78810-81375-81392
126498,GUARDSMAN WAY @ 510 S,40.757942,-111.845493,78710-78810-81375-81392
126499,GUARDSMAN WAY @ 602 S,40.756803,-111.845492,78710-78810-81375-81392
126500,GUARDSMAN WAY @ 702 S,40.75513,-111.845491,78710-78810-81375-81392
126501,GUARDSMAN WAY @ 780 S,40.751564,-111.845486,78710-78810-81375-81392
126502,GREENWOOD TER @ 898 S,40.749924,-111.845385,78710-78810-81375-81392
126504,900 E @ 1231 S,40.742128,-111.865275,78715-80328
126505,900 S @ 301 E,40.749867,-111.882211,78810-81392
126507,STATE ST @ 160 S,40.765909,-111.888373,78709-78712-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-80337-80338-80339-80340-80341-80342-80343-80388-80389-81374-81377-81386-81387-81389
126509,STATE ST @ 324 S,40.762043,-111.888444,78712-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-80337-80338-80339-80340-80341-80342-80343-80388-80389-81377-81386-81387
126511,STATE ST @ 355 S,40.761412,-111.888079,78712-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-80337-80338-80339-80340-80341-80342-80343-80388-80389-81377-81386-81387
126512,STATE ST @ 255 S,40.763549,-111.888144,78712-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-80337-80338-80339-80340-80341-80342-80343-80388-80389-81377-81386-81387
126513,STATE ST @ 185 S,40.76587,-111.888062,78709-78712-78729-78731-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-80337-80338-80339-80340-80341-80342-80343-80368-80369-80388-80389-81374-81377-81386-81387-81389
126514,STATE ST @ 55 S,40.768208,-111.888089,78709-78712-78715-78729-78731-78739-78740-78741-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756
126530,200 S @ 120 E,40.764879,-111.887523,78711-78714-78729-78731-78812-80327-80368-80369-80385-81376-81381-81385
126534,100 S @ 298 E,40.767065,-111.882795,78720
126537,100 S @ 598 E,40.767099,-111.874205,78720
126540,100 S @ 890 E,40.767106,-111.865667,78720-80385
126551,100 S @ 1341 E,40.767189,-111.852172,78709-78763-81374-81389
126553,Stadium Station,40.761295,-111.852267,78720-78728-78730-78734-78810-81381-81384-81494-81495
126555,UNIVERSITY ST @ 225 S,40.764248,-111.852268,78720-78728-78730-78734-78810-81381-81384-81494-81495
126556,UNIVERSITY ST @ 220 S,40.764553,-111.852412,78720-78727-78728-78730-78734-78810-81381-81383-81384-81494-81495
126558,Stadium Station,40.760958,-111.852451,78720-81381
126559,1300 E @ 480 S,40.758913,-111.854078,78723-78742-80337-81385
126562,1300 E @ 794 S,40.752178,-111.854009,78717-78720-78721-81380-81381
126563,1300 E @ 896 S,40.75004,-111.854,78717-78720-81380-81381
126565,1300 E @ 1078 S,40.745875,-111.853964,78720-81381
126568,1300 E @ 1338 S,40.740866,-111.853936,78720-81381
126569,1300 E @ 1418 S,40.739154,-111.853897,78720-81381
126571,1300 E @ 1560 S,40.735765,-111.853871,78720-81381
126572,1300 E @ 1720 S,40.733005,-111.853896,78720-81381
126573,1300 E @ 1770 S,40.731725,-111.853901,78720-81381
126574,1300 E @ 1820 S,40.730564,-111.853945,78720-81381
126575,1300 E @ 1888 S,40.729277,-111.853988,78720-81381
126576,1300 E @ 1960 S,40.727618,-111.853979,78720-81381
126577,1300 E @ 2090 S,40.725715,-111.853961,78720-81381
126578,1300 E @ 2190 S,40.724003,-111.853901,78720-81381
126580,1300 E @ 2466 S,40.718031,-111.853822,78720-81381
126581,1300 E @ 2455 S,40.718084,-111.853456,78720-81381
126612,FOOTHILL DR @ 765 S,40.752648,-111.831612,78716-78728-78812-80385-81379-81385
126617,100 S @ 220 E,40.767071,-111.884816,78720
126618,1300 E @ 2185 S,40.723773,-111.853574,78720-81381
126623,700 E @ 222 S,40.764384,-111.871248,78729-78731-80368-80369
126625,Trolley Station,40.759765,-111.871251,78729-78731-80368-80369
126628,Trolley Station,40.761284,-111.870885,78729-78731-80368-80369
126631,200 S @ 129 E,40.765107,-111.887892,78711-78714-78729-78731-78812-80327-80368-80369-80385-81376-81381-81385
126633,200 E @ 279 S,40.763445,-111.885236,81385
126700,1100 E @ 671 S,40.754513,-111.859518,78720-81381
126701,1100 E @ 601 S,40.756187,-111.859517,78720-81381
126703,500 E @ 2015 S,40.726135,-111.876752,78714-80327
126706,900 E @ 2395 S,40.718644,-111.865342,78715-80328
126707,900 E @ 2105 S,40.725049,-111.865282,78715-80328
126709,900 E @ 212 S,40.764187,-111.865458,78715-80328
126710,900 E @ 312 S,40.762377,-111.865452,78715-80328
126712,500 E @ 865 S,40.750221,-111.876695,78714-80327
126713,500 E @ 421 S,40.7601,-111.87671,78714-80327
126714,500 E @ 301 S,40.762632,-111.876706,78714-80327
126722,1500 E @ 1640 S,40.733776,-111.848065,78710-81375
126723,900 S @ 717 E,40.749884,-111.870371,78810-81392
126724,900 S @ 201 E,40.749861,-111.885065,78810-81392
126728,STATE ST @ 244 S,40.763796,-111.888359,78712-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-80337-80338-80339-80340-80341-80342-80343-80388-80389-81377-81386-81387
126729,STATE ST @ 420 S,40.76001,-111.888422,78712-78739-78740-78741-78749-78751-78753-80342-80388-81377-81386-81387
126731,1100 E @ 1386 S,40.739619,-111.859713,78717-81380
126738,STATE ST @ 503 S,40.758249,-111.888039,78712-78739-78740-78741-81377-81386-81387
126740,GUARDSMAN WAY @ 775 S,40.752834,-111.845266,78710-78810-81375-81392
126741,PARLEYS CANYON BLVD @ 2126 S,40.724989,-111.842117,78721-81382
126743,1700 E @ 2195 S,40.725289,-111.842106,78721-81382
127002,FOOTHILL DR @ 700 S,40.754651,-111.833559,78716-78734-78812-80385-81379-81385-81495
127007,SUNNYSIDE AVE @ 2134 E,40.750681,-111.829702,78723-81382
127015,ARAPEEN DR @ 789 S,40.751272,-111.826559,78723-78730-81382-81384-81494
127016,ARAPEEN DR @ 729 S,40.753432,-111.826551,78723-78730-81382-81384-81494
127017,ARAPEEN DR @ 675 S,40.755277,-111.826581,78723-78730-81382-81384-81494
127018,CHIPETA WAY @ 575 S,40.756841,-111.824524,78723-78730-78742-78752-80337-80389-81382-81384-81494
127019,CHIPETA WAY @ 502 S,40.759034,-111.824314,78723-78730-81382-81384-81494
127020,CHIPETA WAY @ 401 S,40.760801,-111.825719,78723-78730-78742-78752-80337-80389-81382-81384-81494
127021,WAKARA WAY @ 360 S,40.761283,-111.827006,78723-78730-78742-78752-80337-80389-81382-81384-81494
127023,WAKARA WAY @ 420 S,40.759521,-111.828726,78723-78730-78742-78752-80337-80389-81382-81384-81494
127024,WAKARA WAY @ 520 S,40.757651,-111.830588,78723-78730-78742-78752-80337-80389-81382-81384
127026,WAKARA WAY @ 601 S,40.756206,-111.831842,78723-78728-78730-78742-80337-81382-81384-81494
127027,KOMAS DR @ 542 S,40.756122,-111.830904,78742-78752-80337-80389
127028,KOMAS DR @ 650 S,40.755031,-111.829258,78728-78742-78752-80337-80389
127029,ARAPEEN DR @ 720 S,40.753683,-111.826774,78723-78728-78730-81382-81384-81494
127030,ARAPEEN DR @ 750 S,40.752297,-111.826781,78723-78728-78730-81382-81384-81494
127034,WAKARA WAY @ 541 S,40.757477,-111.830409,78723-78730-81382-81384-81494
127035,WAKARA WAY @ 419 S,40.759315,-111.828551,78723-78730-81382-81384-81494
127037,WAKARA WAY @ 411 S,40.761208,-111.826774,78723-78730-81382-81384-81494
127038,CHIPETA WAY @ 450 S,40.760283,-111.825519,78723-78730-81382-81384-81494
127039,CHIPETA WAY @ 501 S,40.759351,-111.824292,78723-78730-78742-78752-80337-80389-81382-81384-81494
127040,CHIPETA WAY @ 580 S,40.756785,-111.824914,78723-78730-81382-81384-81494
127041,900 S @ 1816 E,40.749752,-111.838891,78721
127042,900 S @ 1898 E,40.749752,-111.836757,78721
127043,1900 E @ 986 S,40.747959,-111.836584,78721-81382
127044,1900 E @ 1058 S,40.746176,-111.83658,78721-81382
127045,1900 E @ 1150 S,40.743498,-111.836584,78721-81382
127046,1900 E @ 1218 S,40.742199,-111.836582,78721-81382
127060,2100 S @ 1870 E,40.72544,-111.837276,78716-81379
127063,WAKARA WAY @ 2175 E,40.756167,-111.832363,78723-78730-78742-78752-80337-80389-81382-81384-81494
127068,FOOTHILL DR @ 568 S,40.756506,-111.835182,78716-78812-80385-81379-81385
127073,1900 E @ 1295 S,40.742066,-111.836468,78721-81382
127074,FOOTHILL DR @ 930 S,40.748891,-111.830757,78716-78723-81379-81385
127075,1900 E @ 1061 S,40.745943,-111.836474,78721-81382
127076,1900 E @ 991 S,40.747654,-111.836469,78721-81382
127077,1900 E @ 901 S,40.749641,-111.836469,78721-81382
127078,900 S @ 1823 E,40.749862,-111.838485,78721
127085,FOOTHILL DR @ 1002 S,40.747529,-111.830754,78716-78723-81379-81385
127086,FOOTHILL DR @ 1090 S,40.743868,-111.829401,78723-81385
127087,FOOTHILL DR @ 1250 S,40.7424,-111.828038,78723-81385
127088,FOOTHILL DR @ 1350 S,40.740563,-111.826572,78723-81385
127089,FOOTHILL DR @ 1458 S,40.738041,-111.824361,78723-81385
127090,FOOTHILL DR @ 1520 S,40.736546,-111.823082,78723-81385
127091,FOOTHILL DR @ 1720 S,40.733161,-111.820167,78723-81385
127093,FOOTHILL DR @ 2050 S,40.726647,-111.815593,78723-81385
127094,FOOTHILL DR @ 2160 S,40.725166,-111.814604,78723-81385
127095,FOOTHILL DR @ 2200 S,40.723886,-111.813767,78723-81385
127096,FOOTHILL DR @ 2240 S,40.722871,-111.813026,78723-81385
127097,FOOTHILL DR @ 2278 S,40.721905,-111.812322,78723-81385
127098,FOOTHILL DR @ 2330 S,40.720889,-111.811571,78723-78730-78734-81385-81494-81495
127099,FOOTHILL DR @ 2295 S,40.721602,-111.811741,78723-78730-78734-81385-81494-81495
127100,FOOTHILL DR @ 2235 S,40.723231,-111.813021,78723-81385
127101,FOOTHILL DR @ 2135 S,40.725364,-111.814443,78723-81385
127102,FOOTHILL DR @ 2015 S,40.726827,-111.815408,78723-81385
127103,FOOTHILL DR @ 1925 S,40.728462,-111.816485,78723-81385
127104,FOOTHILL DR @ 1825 S,40.731095,-111.818246,78723-81385
127105,FOOTHILL DR @ 1707 S,40.733246,-111.819927,78723-81385
127106,FOOTHILL DR @ 1527 S,40.736765,-111.822948,78723-81385
127107,FOOTHILL DR @ 1445 S,40.738358,-111.824329,78723-81385
127108,FOOTHILL DR @ 1325 S,40.741408,-111.826945,78723-81385
127109,FOOTHILL DR @ 1187 S,40.742954,-111.828265,78723-81385
127110,FOOTHILL DR @ 975 S,40.747807,-111.830456,78716-78723-81379-81385
127111,FOOTHILL DR @ 911 S,40.749138,-111.830439,78716-78723-81379-81385
127117,SOUTH CAMPUS DR @ 1525 E,40.760515,-111.846792,78717-78721-78723-78728-78730-78734-78742-78752-78810-80337-80389-81380-81384-81385-81494-81495
127125,MARIO CAPECCHI DR @ 480 S,40.759922,-111.834941,78716-78723-78730-78734-78742-80337-81379-81382
127127,FOOTHILL DR @ 585 S,40.755656,-111.833947,78716-78723-78734-78742-78812-80337-80385-81379-81382-81384-81385-81495
127128,MARIO CAPECCHI DR @ 541 S,40.758448,-111.834827,78716-78723-78730-78742-80337-81379-81382
127129,MARIO CAPECCHI DR @ 495 S,40.759914,-111.834688,78716-78723-78730-78742-80337-81379-81382
127130,Fort Douglas Station,40.76312,-111.835721,78710-78716-78717-78727-78812-80385-81375-81379-81380-81382-81383-81392-81494-81495
127131,MARIO CAPECCHI DR @ 41 S,40.768715,-111.837144,78710-78717-78727-80389-81375-81380-81382-81383-81392
127139,2100 E @ 2001 S,40.727497,-111.830744,78716-78812-80385-81379
127140,2100 E @ 1897 S,40.729025,-111.830737,78716-78812-80385-81379
127141,2100 E @ 1805 S,40.731065,-111.830723,78716-81379
127142,2100 E @ 1703 S,40.733381,-111.830719,78716-81379
127143,2100 E @ 1563 S,40.735547,-111.830718,78716-81379
127144,2100 E @ 1493 S,40.737124,-111.830698,78716-81379
127145,2100 E @ 1385 S,40.739716,-111.830713,78716-81379
127146,2100 E @ 1326 S,40.741239,-111.830857,78716-81379
127147,2100 E @ 1388 S,40.739731,-111.830863,78716-81379
127148,2100 E @ 1492 S,40.737209,-111.83085,78716-81379
127149,2100 E @ 1558 S,40.735813,-111.830869,78716-81379
127150,2100 E @ 1710 S,40.733247,-111.830864,78716-81379
127151,2100 E @ 1816 S,40.730865,-111.830869,78716-81379
127152,2100 E @ 1894 S,40.729319,-111.830883,78716-81379
127153,2100 E @ 1954 S,40.727713,-111.83089,78716-78812-80385-81379
127164,1900 E @ 1575 S,40.735283,-111.836449,78721-81382
127165,1900 E @ 1352 S,40.740248,-111.836577,78721-81382
127166,1900 E @ 1558 S,40.735774,-111.836554,78721-81382
127167,1900 E @ 1632 S,40.733921,-111.836541,78721-81382
127213,2100 S @ 1990 E,40.725432,-111.834133,78716-81379
127220,2100 S @ 1985 E,40.725568,-111.833963,78716-81379
127221,2100 S @ 1905 E,40.725572,-111.836211,78716-81379
127222,2100 S @ 1775 E,40.725572,-111.839654,78716-81379
127224,2100 E @ 1289 S,40.7421,-111.830682,78716-81379
127225,2100 E @ 1135 S,40.744424,-111.830605,78716-81379
127226,2100 E @ 1150 S,40.743944,-111.83082,78716-81379
127237,1900 E @ 1119 S,40.744478,-111.836467,78721-81382
127249,FOOTHILL DR @ 1568 S,40.735421,-111.822107,78723-81385
127250,FOOTHILL DR @ 1810 S,40.730817,-111.818371,78723-81385
127256,University Medical Center Station,40.770173,-111.839059,78710-78716-78717-78727-78752-78810-78812-80385-81375-81379-81380-81382-81383-81392-81494-81495
127257,University Medical Center Station,40.770008,-111.839202,78710-78716-78717-78752-78810-78812-80385-80389-81375-81379-81380-81382-81392-81494-81495
127746,1900 E @ 1450 S,40.738131,-111.836586,78721-81382
127747,1900 E @ 1435 S,40.738198,-111.836458,78721-81382
132003,2700 S @ 8720 W,40.711156,-112.100059,78733-78735-80371-80372
132004,2700 S @ 8798 W,40.711131,-112.101634,78733-78735-80371-80372
132007,2700 S @ 9038 W,40.711031,-112.106928,78733-78735-80371-80372
132009,9150 W @ 2702 S,40.710641,-112.109524,78733-78735-80371-80372
132011,9150 W @ 2930 S,40.707014,-112.109442,78733-78735-80371-80372
132012,9150 W @ 3004 S,40.705766,-112.109419,78733-78735-80371-80372
132014,3100 S @ 9101 W,40.703716,-112.108414,78733-80371
132016,3100 S @ 8951 W,40.703714,-112.105141,78733-80371
132018,3100 S @ 8801 W,40.703698,-112.101576,78733-80371
132019,3100 S @ 8699 W,40.703671,-112.099129,78733-80371
132020,3100 S @ 8601 W,40.703687,-112.097474,78733-80371
133002,8400 W @ 3194 S,40.702018,-112.091921,78733-80371
133003,8400 W @ 3278 S,40.700909,-112.091941,78733-80371
133005,8400 W @ 3175 S,40.702261,-112.091754,78733-78735-80371-80372
133022,8400 W @ 3435 S,40.697648,-112.091691,78733-78735-80371-80372
133023,8400 W @ 3275 S,40.700639,-112.091749,78733-78735-80371-80372
133025,8400 W @ 2975 S,40.705946,-112.091721,78733-78735-80371-80372
133026,8400 W @ 2889 S,40.707521,-112.091721,78733-78735-80371-80372
133027,8400 W @ 2835 S,40.708911,-112.091731,78733-78735-80371-80372
133029,3500 S @ 8345 W,40.696377,-112.089935,78733-80371
133030,3500 S @ 8261 W,40.696363,-112.087858,78733-80371
133042,3500 S @ 7915 W,40.696405,-112.080022,78733-80371
133043,3500 S @ 7725 W,40.696371,-112.075355,78733-80371
133044,3500 S @ 7501 W,40.696376,-112.073558,78733-80371
133046,3500 S @ 7435 W,40.696394,-112.068894,78733-80371
133047,3500 S @ 7335 W,40.696415,-112.066764,78733-80371
133048,3500 S @ 7225 W,40.696412,-112.064376,78733-78735-80371-80372
133049,3500 S @ 7055 W,40.696424,-112.059823,78733-80371
133050,3500 S @ 6933 W,40.696452,-112.056631,78733-80371
133051,3500 S @ 6799 W,40.696428,-112.053349,78733-80371
133052,3500 S @ 6561 W,40.696466,-112.047908,78733-80371
133054,3500 S @ 6450 W,40.696599,-112.045255,78733-78735-80371-80372
133056,3500 S @ 6780 W,40.696633,-112.053202,78733-80371
133058,3500 S @ CALLAO DR,40.696587,-112.059783,78733-80371
133060,3500 S @ 7340 W,40.696566,-112.066507,78733-80371
133061,3500 S @ 7420 W,40.696573,-112.068311,78733-80371
133063,3500 S @ 7590 W,40.696562,-112.072471,78733-80371
133068,3500 S @ 8190 W,40.69655,-112.086478,78733-80371
133069,3500 S @ 8264 W,40.696611,-112.088141,78733-80371
133099,3100 S @ 8415 W,40.703661,-112.092109,78733-80371
133100,3500 S @ 6690 W,40.696603,-112.050957,78733-80371
133102,8400 W @ 3049 S,40.704635,-112.091736,78733-78735-80371-80372
133115,3500 S @ 8135 W,40.696372,-112.085577,78733-80371
134006,4800 W @ 3120 S,40.703451,-112.005847,78726-80366
134007,4800 W @ 3180 S,40.702487,-112.005839,78726-80366
134008,4800 W @ 3310 S,40.700041,-112.005841,78726-80366
134009,4800 W @ 3416 S,40.698186,-112.005841,78726-80366
134010,4800 W @ 3568 S,40.695057,-112.005806,78726-80366
134011,4800 W @ 3668 S,40.692546,-112.005788,78726-80366
134012,4800 W @ 3790 S,40.689825,-112.005786,78726-80366
134013,4800 W @ 3848 S,40.688289,-112.005807,78726-80366
134014,4800 W @ 3930 S,40.685985,-112.005791,78726-80366
134015,4800 W @ 3990 S,40.684396,-112.005769,78726-80366
134016,4800 W @ 4068 S,40.682982,-112.005781,78726-80366
134017,4800 W @ 4114 S,40.681545,-112.005798,78726-80366
134018,4800 W @ 4180 S,40.680286,-112.005767,78726-80366
134019,4800 W @ 4248 S,40.678701,-112.005762,78726-80366
134020,4800 W @ 4286 S,40.677535,-112.005746,78726-80366
134021,4800 W @ 4360 S,40.675638,-112.005727,78726-80366
134022,4800 W @ 4506 S,40.672291,-112.005765,78726-80366
134023,4800 W @ 4570 S,40.670967,-112.005765,78726-80366
134036,3500 S @ 5965 W,40.696462,-112.033233,78733-80371
134037,3500 S @ 5855 W,40.696416,-112.030749,78733-80371
134038,3500 S @ 5733 W,40.696433,-112.027781,78733-80371
134040,3500 S @ 5616 W,40.696637,-112.025773,78733-78735-80371-80372
134042,3500 S @ 5880 W,40.696596,-112.031683,78733-80371
134052,3500 S @ 6010 W,40.696616,-112.035016,78733-80371
134054,3500 S @ 6230 W,40.696615,-112.039789,78733-80371
134055,3500 S @ 6235 W,40.696457,-112.040101,78733-80371
134059,4100 S @ 5295 W,40.682001,-112.017098,78737-80374
134060,4100 S @ 5171 W,40.681991,-112.014621,78737-80374
134061,4100 S @ 5125 W,40.681988,-112.013131,78737-80374
134062,4100 S @ 5037 W,40.681984,-112.011429,78737-80374
134063,4100 S @ 4983 W,40.681983,-112.009716,78737-80374
134064,4100 S @ 4861 W,40.681975,-112.007236,78737-80374
134065,4100 S @ 4785 W,40.681976,-112.004883,78737-80374
134066,4100 S @ 4655 W,40.681982,-112.002121,78737-80374
134067,4100 S @ 4513 W,40.681987,-111.998975,78737-80374
134069,4100 S @ 4253 W,40.682005,-111.992813,78737-80374
134070,4100 S @ 4385 W,40.682001,-111.995669,78737-80374
134071,4100 S @ 4388 W,40.68217,-111.995685,78737-80374
134072,4100 S @ 4518 W,40.682122,-111.999103,78737-80374
134073,4100 S @ 4720 W,40.682112,-112.003351,78737-80374
134074,4100 S @ 4820 W,40.682113,-112.006356,78737-80374
134075,4100 S @ 4980 W,40.682117,-112.010447,78737-80374
134076,4100 S @ 5130 W,40.682122,-112.013455,78737-80374
134077,4100 S @ 5206 W,40.682126,-112.015621,78737-80374
134078,4100 S @ 5340 W,40.682135,-112.018797,78737-80374
134079,4100 S @ 5400 W,40.682144,-112.020711,78737-80374
134083,4700 S @ 5585 W,40.667518,-112.023858,78748-80379
134084,4700 S @ 5407 W,40.667516,-112.020029,78748-80379
134085,4700 S @ 5265 W,40.667518,-112.016864,78748-80379
134086,4700 S @ 5201 W,40.667508,-112.013896,78748-80379
134087,4700 S @ 5035 W,40.667509,-112.011783,78748-80379
134088,4700 S @ 4975 W,40.667506,-112.009973,78748-80379
134102,4700 S @ 4615 W,40.667186,-112.000891,78748-80379
134103,4700 S @ 4521 W,40.667165,-111.998952,78748-80379
134104,4700 S @ 4421 W,40.667163,-111.996636,78748-80379
134105,4420 W @ 4720 S,40.666945,-111.996484,78725-80333
134107,4420 W @ 4864 S,40.663766,-111.996498,78725-80333
134108,4420 W @ 4867 S,40.663507,-111.996353,78725-80333
134110,4420 W @ 4719 S,40.667021,-111.99635,78725-80333
134111,4715 S @ 4295 W,40.667171,-111.993462,78725-78748-80333-80379
134113,4715 S @ 4420 W,40.667328,-111.996458,78748-80379
134115,4700 S @ 4622 W,40.667331,-112.001661,78748-80379
134116,4700 S @ 4720 W,40.667337,-112.003484,78748-80379
134118,4700 S @ 4980 W,40.667654,-112.009953,78748-80379
134120,4700 S @ 5170 W,40.667656,-112.015146,78748-80379
134121,4700 S @ 5266 W,40.667657,-112.016891,78748-80379
134122,4700 S @ 5410 W,40.667658,-112.020344,78748-80379
134123,4700 S @ 5570 W,40.667674,-112.024119,78748-80379
134125,4800 W @ 4563 S,40.671011,-112.005546,78726-80366
134126,4800 W @ 4505 S,40.673557,-112.005547,78726-80366
134127,4800 W @ 4361 S,40.675647,-112.005545,78726-80366
134128,4800 W @ 4291 S,40.677348,-112.005561,78726-80366
134129,4800 W @ 4251 S,40.678452,-112.005566,78726-80366
134130,4800 W @ 4177 S,40.680101,-112.005601,78726-80366
134131,4800 W @ 4115 S,40.681482,-112.005597,78726-80366
134132,4800 W @ 4051 S,40.683078,-112.005602,78726-80366
134133,4800 W @ 3991 S,40.684377,-112.005602,78726-80366
134135,4800 W @ 3845 S,40.688207,-112.005601,78726-80366
134136,4800 W @ 3777 S,40.689736,-112.005604,78726-80366
134137,4800 W @ 3701 S,40.691548,-112.005611,78726-80366
134138,4800 W @ 3611 S,40.693779,-112.005617,78726-80366
134139,4800 W @ 3565 S,40.695318,-112.005622,78726-80366
134140,4800 W @ 3485 S,40.696984,-112.005623,78726-80366
134141,4800 W @ 3295 S,40.700078,-112.005655,78726-80366
134142,4800 W @ 3169 S,40.702545,-112.005643,78726-80366
134146,5600 W @ 4150 S,40.680989,-112.024926,78737-78748-78835-80374-80379-80413
134148,3500 S @ 4298 W,40.696672,-111.993649,78733-80371
134149,3500 S @ 4398 W,40.696672,-111.995989,78733-80371
134150,3500 S @ 4598 W,40.696672,-111.999062,78733-80371
134151,3500 S @ 4658 W,40.696664,-112.001639,78733-80371
134152,3500 S @ 4820 W,40.696659,-112.006412,78733-78735-80371-80372
134154,3500 S @ 5030 W,40.696635,-112.011194,78733-80371
134157,3500 S @ 5448 W,40.696631,-112.021085,78733-80371
134158,3500 S @ 5447 W,40.696466,-112.021037,78733-80371
134159,3500 S @ 5309 W,40.696481,-112.018027,78733-80371
134160,3500 S @ 5203 W,40.696495,-112.015489,78733-80371
134162,3500 S @ 4961 W,40.696485,-112.009651,78733-80371
134164,3500 S @ 4621 W,40.696481,-112.001724,78733-80371
134166,3500 S @ 4371 W,40.696513,-111.995629,78733-80371
134167,3500 S @ 4285 W,40.696517,-111.992922,78733-80371
134168,4700 S @ 5050 W,40.667654,-112.012967,78748-80379
134172,5600 W @ 4401 S,40.674931,-112.024572,78748-78835-80379-80413
134176,5600 W @ 4290 S,40.677426,-112.024882,78748-78835-80379-80413
134177,5600 W @ 4390 S,40.675211,-112.024869,78748-78835-80379-80413
134178,5600 W @ 4500 S,40.672115,-112.024851,78748-78835-80379-80413
134179,4700 S @ 4855 W,40.667282,-112.006921,78748-80379
134180,4700 S @ 4721 W,40.667189,-112.003697,78748-80379
134181,4700 S @ 4820 W,40.667333,-112.006094,78748-80379
134183,5600 W @ 3722 S,40.691167,-112.024946,78835-80413
134185,5600 W @ 4505 S,40.671754,-112.024559,78748-78835-80379-80413
134188,5600 W @ 4200 S,40.679302,-112.024884,78748-78835-80379-80413
134189,3500 S @ 5200 W,40.696638,-112.015175,78733-80371
135002,CONSTITUTION BLVD @ 2726 S,40.711746,-111.958176,78755-80346
135003,CONSTITUTION BLVD @ 2770 S,40.710083,-111.958169,78755-80346
135004,CONSTITUTION BLVD @ 2938 S,40.706756,-111.958096,78755-80346
135009,CONSTITUTION BLVD @ 3700 S,40.691967,-111.958133,78722-78736-80364-80373
135010,CONSTITUTION BLVD @ 3830 S,40.688595,-111.958117,78722-80364
135011,CONSTITUTION BLVD @ 3950 S,40.685837,-111.958111,78722-80364
135022,CONSTITUTION BLVD @ 4085 S,40.682801,-111.957834,78722-80364
135023,CONSTITUTION BLVD @ 4031 S,40.683717,-111.957898,78722-80364
135024,CONSTITUTION BLVD @ 3939 S,40.685802,-111.957891,78722-80364
