stop_code,name,lat,lon,routes_array
101001,HILL FIELD RD @ 1891 N,41.087382,-111.973612,78774-78777-80399-80402
101003,HILL FIELD RD @ 1655 N,41.083793,-111.973621,78774-78777-80399-80402
101006,MAIN ST @ 229 N,41.063411,-111.969459,78749-78775-80342-80400
101007,RING RD @ 425 W    (LAYTON MALL),41.078921,-111.974571,78743-78751-78774-78775-78777-80387-80388-80399-80400-80402
101009,MAIN ST @ 573 N,41.044271,-111.950257,78749-80342
101011,HILL FIELD RD @ 1596 N,41.083071,-111.973347,78774-78777-80399-80402
101012,HILL FIELD RD @ 1748 N,41.084944,-111.973341,78774-78777-80399-80402
101016,GORDON AVE @ 289 E,41.074723,-111.961671,78774-80399
101017,GORDON AVE @ 75 E,41.074746,-111.964363,78774-80399
101018,GORDON AVE @ 40 W,41.074762,-111.966594,78774-80399
101019,GORDON AVE @ 365 W,41.074802,-111.972262,78774-80399
101021,HILL FIELD RD @ 1398 N,41.079992,-111.973369,78774-78777-80399-80402
101023,GORDON AVE @ 222 W,41.074635,-111.970055,78774-80399
101024,GORDON AVE @ 54 W,41.074569,-111.966888,78774-80399
101025,GORDON AVE @ 58 E,41.074557,-111.965261,78774-80399
101026,GORDON AVE @ 336 E,41.074526,-111.960751,78774-80399
101027,GORDON AVE @ 570 E,41.074472,-111.954485,78774-80399
101029,FAIRFIELD RD @ 915 N,41.073115,-111.950307,78774-80399
101030,FAIRFIELD RD @ 735 N,41.070587,-111.950322,78774-80399
101031,FAIRFIELD RD @ 525 N,41.067556,-111.950296,78774-80399
101032,FAIRFIELD RD @ 325 N,41.065568,-111.948851,78774-80399
101033,FAIRFIELD RD @ 240 N,41.063551,-111.946749,78774-80399
101034,FAIRFIELD RD @ 70 S,41.060599,-111.944891,78774-80399
101035,FAIRFIELD RD @ 150 S,41.058423,-111.943736,78774-80399
101036,MAIN ST @ 450 N,41.040928,-111.942801,78749-80342
101037,FAIRFIELD RD @ 55 S,41.060808,-111.944772,78774-80399
101038,FAIRFIELD RD @ 221 N,41.063365,-111.946824,78774-80399
101039,FAIRFIELD RD @ 340 N,41.065648,-111.948673,78774-80399
101041,FAIRFIELD RD @ 748 N,41.070861,-111.950123,78774-80399
101042,FAIRFIELD RD @ 920 N,41.073159,-111.950119,78774-80399
101043,GORDON AVE @ 409 E,41.074686,-111.957182,78774-80399
101044,GORDON AVE @ 402 E,41.074492,-111.957751,78774-80399
101050,MAIN ST @ 1969 N,41.088094,-112.000243,78749-80342
101051,MAIN ST @ 1711 N,41.085605,-111.997711,78749-80342
101052,MAIN ST @ 1591 N,41.083487,-111.994784,78749-80342
101054,MAIN ST @ 1465 N,41.081005,-111.990767,78749-80342
101057,MAIN ST @ 1125 N    (LAYTON),41.076604,-111.983523,78749-80342
101060,MAIN ST @ 515 N,41.067997,-111.974065,78749-78775-80342-80400
101061,MAIN ST @ 301 N,41.064554,-111.970451,78749-78775-80342-80400
101062,MAIN ST @ 145 N,41.062575,-111.968586,78749-78775-80342-80400
101063,GENTILE ST @ 70 E,41.060106,-111.964126,78749-80342
101065,FORT LN @ 70 S    (LAYTON),41.059121,-111.957755,78749-80342
101066,FORT LN @ 180 S,41.057308,-111.957788,78749-80342
101069,MAIN ST @ 736 S,41.049586,-111.957311,78749-80342
101071,MAIN ST @ 836 S,41.047447,-111.954837,78749-80342
101076,MAIN ST @ 375 N,41.040897,-111.943683,78749-80342
101080,MAIN ST @ 598 N   (KAYSVILLE),41.045047,-111.951045,78749-80342
101082,MAIN ST @ 780 N (LAYTON),41.048847,-111.956124,78749-80342
101086,FORT LN @ 203 S,41.057423,-111.957544,78749-78775-80342-80400
101088,GENTILE ST @ 357 E    (LAYTON),41.06019,-111.959494,78749-78775-80342-80400
101089,GENTILE ST @ 223 E,41.060191,-111.961531,78749-78775-80342-80400
101091,GENTILE ST @ 51 E,41.060233,-111.964381,78749-78775-80342-80400
101092,MAIN ST @ 172 N,41.062696,-111.968367,78749-78775-80342-80400
101095,MAIN ST @ 570 N,41.067709,-111.973335,78749-78775-80342-80400
101097,MAIN ST @ 688 N    (LAYTON),41.070887,-111.976701,78749-78775-80342-80400
101098,MAIN ST @ 1040 N,41.074881,-111.980931,78749-80342
101099,MAIN ST @ 1130 N   (LAYTON),41.076805,-111.983418,78749-80342
101100,MAIN ST @ 1380 N,41.080108,-111.988855,78749-80342
101101,MAIN ST @ 1538 N,41.082084,-111.992116,78749-80342
101102,MAIN ST @ 1580 N,41.083653,-111.994694,78749-80342
101104,MAIN ST @ 1986 N    (LAYTON),41.088404,-112.000156,78749-80342
101110,GORDON AVE @ 180 W,41.074831,-111.969277,78774-80399
101112,HILL FIELD RD @ 1415 N,41.080152,-111.973632,78774-78777-80399-80402
101119,MAIN ST @ 1255 N    (LAYTON),41.078387,-111.986435,78749-80342
101121,FORT LN @ 410 S,41.053743,-111.957826,78749-80342
101122,MAIN ST @ 315 N,41.040102,-111.941142,78749-80342
101123,FAIRFIELD RD @ 330 S,41.056123,-111.942546,78774-80399
101124,FAIRFIELD RD @ 454 S,41.053895,-111.94118,78774-80399
101125,FAIRFIELD RD @ 389 S,41.054431,-111.941355,78774-80399
101126,FAIRFIELD RD @ 301 S,41.056783,-111.942646,78774-80399
101127,FAIRFIELD RD @ 125 S,41.059003,-111.943819,78774-80399
101131,3200 W @ 4165 S,40.680689,-111.967398,78724-80365
101136,REDWOOD RD @ 2641 S,40.713338,-111.938803,78718-80361
101140,1700 S @ 1750 W,40.733227,-111.940321,78754-80345
101141,REDWOOD RD @ 3171 S,40.702841,-111.938807,78718-80361
101144,3500 S @ 7742 W,40.696603,-112.076218,78733-80371
101148,1700 S @ 722 E,40.733439,-111.870316,78710-81375
101149,1700 S @ 920 E,40.733445,-111.864818,78710-81375
101150,1700 S @ 1118 E,40.733465,-111.859111,78710-81375
101151,1700 S @ 1264 E,40.733462,-111.854653,78710-81375
101152,1700 S @ 1488 E,40.733464,-111.84828,78710-81375
101153,1700 S @ 1315 E,40.73355,-111.853501,78710-81375
101154,1700 S @ 1119 E,40.733576,-111.858916,78710-81375
101155,1700 S @ 881 E,40.733581,-111.865735,78710-81375
101156,1700 S @ 691 E,40.733561,-111.871968,78710-81375
101158,400 W @ 320 S,40.762226,-111.902693,78723-78754-80345
101160,1700 S @ 113 E,40.73357,-111.887831,78710-81375
101162,3900 S @ 1377 E,40.687167,-111.852072,78736-80373
101163,COTTONWOOD PKWY @ 2985 E,40.632418,-111.808526,78721-78790-81382-81391
101164,3600 W @ 3122 S,40.703435,-111.977249,78754-80345
101165,3600 W @ 3460 S,40.697459,-111.977188,78754-80345
101168,REDWOOD RD @ 4585 S,40.671614,-111.939026,78718-78748-80361-80379
101169,COUGAR LN @ 6226 S,40.637692,-112.005721,78726-78771-80366-81390
101172,WASATCH BLVD @ 8337 S,40.600604,-111.796711,78815-80386
101181,4800 W @ 4667 S,40.668195,-112.005543,78726-80366
101182,COPPER CITY DRIVE @ 5991 S,40.642407,-112.033501,78835-80413
101187,5600 W @ 3534 S,40.695937,-112.024982,78835-80413
101188,5600 W @ 4750 S,40.665948,-112.024807,78835-80413
101189,5600 W @ 5106 S,40.658461,-112.024791,78835-80413
101191,6200 S @ 5945 W,40.638482,-112.032068,78761-78771-78835-80351-80413-81390
101192,7000 S @ 5305 W,40.623945,-112.017564,78771-81390
101193,7000 S @ 5153 W,40.623947,-112.013719,78771-81390
101194,7000 S @ 4825 W,40.623981,-112.006234,78726-78771-80366-81390
101195,7000 S @ 4848 W,40.624115,-112.006551,78726-78771-80366-81390
101196,7000 S @ 5154 W,40.624091,-112.013368,78771-81390
101197,7000 S @ 5296 W,40.624073,-112.017329,78771-81390
101198,CLEARNATES DR @ 6673 S,40.630084,-112.017313,78771-81390
101199,6200 S @ 5950 W,40.638632,-112.032336,78835-80413
101201,5600 W @ 5107 S,40.658081,-112.024531,78835-80413
101202,5600 W @ 4751 S,40.665371,-112.024546,78835-80413
101204,5600 W @ 3737 S,40.691193,-112.024681,78835-80413
101205,5600 W @ 3455 S,40.697199,-112.024711,78835-80413
101206,900 S @ 61 E,40.749834,-111.889029,78810-81392
101207,900 S @ 120 E,40.749678,-111.887524,78810-81392
101208,6200 S @ 5699 W,40.638454,-112.027011,78761-78771-78835-80351-80413-81390
101214,600 N @ 1316 W,40.782517,-111.928978,78758-78814-80349-80356
101215,600 N @ 1425 W,40.782325,-111.931771,78757-78813-80348-80355
101216,CATHERINE STREET @ 565 N,40.781855,-111.932348,78758-80349
101217,600 N @ 1313 W,40.782327,-111.928869,78757-78813-80348-80355
101225,2700 S @ 1963 E,40.712773,-111.835063,78721-81382
101226,2700 S @ 1853 E,40.712765,-111.838204,78721-81382
101227,1700 E @ 2501 S,40.717236,-111.842073,78721-81382
101228,1700 E @ 2494 S,40.717095,-111.842169,78721-81382
101229,PIEPER BLVD @ 5187 S,40.657035,-112.007438,78726-80366
101230,4980 W @ 4983 S,40.660997,-112.009476,78726-80366
101231,4980 W @ 4869 S,40.665431,-112.007585,78726-80366
101233,CLERNATES DR @ 6395 S,40.634904,-112.018076,78771-81390
101234,CLERNATES DR @ 6473 S,40.633654,-112.017336,78771-81390
101235,CLERNATES DR @ 6857 S,40.626488,-112.017947,78771-81390
101236,COUGAR LN @ 6865 S,40.626684,-112.006445,78726-78771-80366-81390
101237,COUGAR LN @ 6866 S,40.626071,-112.006156,78726-78771-80366-81390
101238,COUGAR LN @ 6562 S,40.632168,-112.007403,78726-78771-80366-81390
101239,6200 S @ 4485 W,40.638501,-111.997841,78771-81390
101240,6200 S @ 4476 W,40.638649,-111.997751,78771-81390
101241,6200 S @ 4653 W,40.638497,-112.001183,78771-81390
101242,6200 S @ 4215 W,40.638497,-111.992063,78771-81390
101243,6200 S @ 4226 W,40.638656,-111.991449,78771-81390
101244,6200 S @ 3809 W,40.638493,-111.982483,78725-78771-80333-81390
101245,6200 S @ 3836 W,40.638645,-111.982428,78725-78771-80333-81390
101246,6200 S @ 3653 W,40.63846,-111.97887,78725-78771-80333-81390
101247,6200 S @ 3690 W,40.638652,-111.978988,78725-78771-80333-81390
101248,6200 S @ 3185 W,40.638496,-111.966377,78771-81390
101249,6200 S @ 3184 W,40.638653,-111.966332,78771-81390
101250,6200 S @ 2685 W,40.638499,-111.956933,78771-81390
101251,6200 S @ 2684 W,40.638645,-111.956773,78771-81390
101253,6235 S @ 1354 W,40.637908,-111.931737,78771-81390
101254,6235 S @ 1370 W,40.638009,-111.930582,78771-81390
101257,4800 W @ 4688 S,40.668128,-112.005764,78726-80366
101258,1700 S @ 1788 E,40.733572,-111.839478,78721-81382
101259,1700 S @ 1799 E,40.733672,-111.839371,78721-81382
101266,5600 W @ 5389 S,40.653587,-112.024515,78835-80413
101267,9000 S @ 765 E,40.588199,-111.870825,78817-79000-80567-81670
101268,7800 S @ 1855 W,40.609413,-111.942148,78837-80415
101270,BECK STREET @ 1445 N,40.799115,-111.909726,78742-78744-78745-78746-78747-78749-78750-80337-80338-80339-80340-80341-80342-80343
101271,BECK STREET @ 1765 N    (SALT LAKE),40.805254,-111.917427,78742-78744-78745-78746-78747-78749-78750-80337-80338-80339-80340-80341-80342-80343
101272,BECK STREET @ 1444 N,40.799175,-111.909286,78742-78744-78745-78746-78747-78749-78750-80337-80338-80339-80340-80341-80342-80343
101273,BECK STREET @ 1778 N,40.805401,-111.916941,78742-78744-78745-78746-78747-78749-78750-80337-80338-80339-80340-80341-80342-80343
101277,STATE ST @ 5131 S,40.660092,-111.888122,78712-78713-81377-81378
101278,ILLINOIS AVE @ 1324 W,40.744164,-111.928869,78756
101280,BENGAL BLVD @ 2925 E,40.609497,-111.809904,78729-80368
101285,900 E @ 118 S,40.766741,-111.865464,78715-80328
101286,900 E @ 63 S,40.76773,-111.865239,78715-80328
101290,SANDY PARKWAY @ 8625 S,40.594618,-111.904997,78759-80350
101291,3200 W @ 8400 S,40.599453,-111.967462,78724-80365
101292,3200 W @ 8550 S,40.596768,-111.967431,78724-80365
101293,CALIFORNIA AVE @ 2125 W,40.740379,-111.952041,78755-80346
101294,GREENWOOD TERRACE @ 849 S,40.750448,-111.845263,78710-78810-81375-81392
101295,900 E @ 696 S,40.754336,-111.865432,78715-80328
101296,REDWOOD RD @ 9843 S,40.572201,-111.938522,78719-80362
101297,6200 S @ 5680 W,40.638641,-112.026422,78835-80413
101298,2000 E @ 2831 S,40.709514,-111.834025,78721-81382
101299,1700 E @ 1797 S,40.731274,-111.842216,78721-81382
101302,900 S @ 1268 E,40.749691,-111.854461,78810-81392
101303,900 S @ 1281 E,40.749881,-111.854371,78810-81392
101311,3500 S @ 6888 W,40.696596,-112.057546,78733-80371
101312,CENTENNIAL PKWY @ 10048 S,40.56898,-111.895845,78713-81378
101313,SOUTH JORDAN PKWY @ 428 W,40.559002,-111.904107,78719-78832-80362-80410
101314,BENNION BLVD @ 1652 W,40.638534,-111.937522,78771-81390
101322,4800 W @ 6740 S,40.628684,-112.007338,78726-78771-80366-81390
101323,4800 W @ 6725 S,40.628804,-112.007117,78726-78771-80366-81390
101333,REDWOOD RD @ 2910 S,40.708108,-111.939047,78718-80361
101334,REDWOOD RD @ 2911 S,40.707773,-111.938801,78718-80361
101335,REDWOOD RD @ 2499 S,40.716735,-111.938826,78718-80361
101336,REDWOOD RD @ 2327 S,40.720431,-111.938906,78718-80361
101340,1300 E @ 2680 S,40.713647,-111.853636,78720-81381
101342,6200 S @ 3297 W,40.638509,-111.969378,78771-81390
101343,6200 S @ 3338 W,40.638664,-111.969939,78771-81390
101346,900 E @ 7048 S,40.623224,-111.866125,78730-81494
101347,900 E @ 30 S,40.768483,-111.865482,78715-80328
101351,1900 E @ 1619 S,40.734099,-111.836433,78721-81382
101355,WASATCH BLVD @ 3491 S,40.695552,-111.795389,78732-80370-81385
101356,REDWOOD RD @ 3140 S,40.702955,-111.939118,78718-80361
101358,REDWOOD RD @ 2650 S,40.713388,-111.939115,78718-80361
101359,900 E @ 4409 S,40.675597,-111.865457,78715-80328
101360,900 E @ 213 S,40.764614,-111.865217,78715-80328
101361,9800 S @ 1991 E,40.573229,-111.834346,79000-80567
101362,9800 S @ 2401 E,40.573235,-111.823917,79000-80567
101364,1300 W @ 10770 S,40.555734,-111.929257,78719-78832-80362-80410
101367,REDWOOD RD @ 2470 S,40.717607,-111.939133,78718-80361
101368,MT JORDAN RD @ 9658 S,40.575871,-111.818072,79000-80567
101369,9800 S @ 2567 E,40.573207,-111.818319,79000-80567
101370,1300 W @ 6286 S,40.637088,-111.929331,78771-81390
101371,1300 W @ 6500 S,40.633356,-111.929319,78771-81390
101372,WINCHESTER DR @ 1198 W,40.630332,-111.923961,78771-81390
101373,WINCHESTER ST @ 990 W,40.630982,-111.917296,78771-81390
101374,WINCHESTER DR @ 715 W,40.631727,-111.910832,78771-81390
101375,WINCHESTER DR @ 716 W,40.631613,-111.910879,78771-81390
101376,WINCHESTER ST @ 991 W,40.631073,-111.917453,78771-81390
101377,WINCHESTER DR @ 1225 W,40.630346,-111.924764,78771-81390
101378,1300 W @ 6471 S,40.633719,-111.929161,78771-81390
101379,MARIO CAPECCHI DR @ 424 S,40.761469,-111.835463,78716-78723-78730-78742-78812-80337-80385-81379-81382
101382,2100 S @ 1383 E,40.725992,-111.851349,78716-81379
101383,2100 S @ 1266 E,40.725311,-111.854826,78716-81379
101384,1300 E @ 1134 S,40.744265,-111.853947,78720-81381
101385,4100 S @ 5417 W,40.681998,-112.020412,78737-80374
101386,REDWOOD RD @ 3538 S,40.695812,-111.939077,78718-80361
101388,4715 S @ 4036 W,40.667597,-111.987592,78725-78748-80333-80379
101389,WEST TEMPLE @ 3112 S,40.702887,-111.894081,78732-80370
101391,BENNION BLVD @ 3008 W,40.638651,-111.964321,78771-81390
101392,BENNION BLVD @ 2899 W,40.638497,-111.963781,78771-81390
101398,3300 S @ 1226 W,40.699538,-111.926431,78732-78735-80370-80372
101399,3500 S @ 7250 W,40.696578,-112.064573,78733-78735-80371-80372
101400,3500 S @ 8010 W,40.696611,-112.082856,78733-78735-80371-80372
101401,3500 S @ 6361 W,40.696452,-112.043027,78733-78735-80371-80372
101402,3500 S @ 5551 W,40.696481,-112.023298,78733-78735-80371-80372
101403,3300 S @ 1219 W,40.699323,-111.926041,78732-78735-80370-80372
101408,HIGHLAND DR @ 3795 S,40.688755,-111.845625,78720-81381
101409,200 S @ 460 W,40.76513,-111.904673,78709-78711-78712-78714-78720-78723-78728-78754-78757-78758-80327-80345-80348-80349-81374-81376-81381-81389
101412,3500 S @ 8370 W,40.696619,-112.090815,78733-78735-80371-80372
101413,3500 S @ 8385 W,40.696376,-112.091248,78735-80372
101414,3500 S @ 4785 W,40.696494,-112.004686,78733-78735-80371-80372
101418,6200 S @ 2210 E,40.638451,-111.827967,78729-80368
101419,6200 S @ 2157 E,40.638561,-111.829231,78729-80368
101420,KESTREL RISE RD @ 11685 S,40.538241,-111.998398,78830-80408
101421,KESTREL RISE RD @ 11684 S,40.538265,-111.998514,78830-80408
101422,KESTREL RISE RD @ 11558 S,40.541546,-111.998513,78830-80408
101423,KESTREL RISE RD @ 11551 S,40.541621,-111.998395,78830-80408
101424,KESTREL RISE RD @ 11368 S,40.544621,-112.000294,78830-80408
101425,KESTREL RISE RD @ 11351 S,40.544731,-112.000253,78830-80408
101426,STATE ST @ 3925 S,40.686414,-111.888088,78712-81377
101427,Meadowbrook Expwy. @ 950 W,40.686778,-111.919579,78736-80373
101429,900 W @ 805 S,40.751697,-111.916706,78754-78755-80345-80346
101431,3500 S @ 8013 W,40.696406,-112.082761,78733-78735-80371-80372
101437,3500 S @ 8927 W,40.696489,-112.104484,78735-80372
101440,HIGHLAND DR @ 6800 S,40.627663,-111.834101,78720-78731-80369-81381
101441,HIGHLAND DR @ 6827 S,40.627202,-111.833831,78720-78731-80369-81381
101444,STATE ST @ 9345 S,40.580578,-111.890773,78713-81378
101445,STATE ST @ 9646 S,40.576161,-111.891004,78713-81378
101446,STATE ST @ 9438 S,40.579847,-111.891055,78713-81378
101447,STATE ST @ 9044 S,40.587139,-111.891021,78713-81378
101448,STATE ST @ 9481 S,40.579094,-111.890715,78713-81378
101450,3500 S @ 2223 W,40.696551,-111.947677,78735-80372
101456,300 W @ 1774 S,40.731711,-111.899564,78810-81375
101457,300 W @ 1351 S,40.740633,-111.899546,78810
101458,300 W @ 1350 S,40.740281,-111.899831,78810
101459,300 W @ 1800 S,40.731132,-111.899801,78810-81375
101467,300 W @ 1559 S,40.735568,-111.899567,78810
101468,300 W @ 1560 S,40.735601,-111.899843,78810
101469,NORTH TEMPLE ST @ 51 E,40.771666,-111.889348,78712-78715-78728-78729-78731-78739-78740-78741-78742-78744-78745-78746-78747-78749-78750-78751-78752-78753-78756-78763-80328-80337-80338-80339-80340-80341-80342-80343-80368-80369-80388-80389-81377-81384-81386-81387
101471,HIGHLAND DR @ 6271 S,40.637526,-111.834122,78720-81381
101472,3100 S @ 9196 W,40.703808,-112.110138,78735-80372
101473,LAKE PARK BLVD @ 4255 W,40.710784,-111.993858,78755-80346
101474,LAKE PARK BLVD @ 4256 W,40.710966,-111.993806,78755-80346
101475,VESTRY RD @ 1038 E,40.494179,-111.861762,78833-80411
101476,VESTRY RD @ 1035 E,40.494185,-111.862056,78833-80411
101477,PIEPER BLVD @ 5111 S,40.658549,-112.008431,78726-80366
101478,STATE ST @ 5223 S,40.657386,-111.888124,78712-78713-81377-81378
101479,500 E @ 868 S,40.750295,-111.876887,78714-80327
101480,BENGAL BLVD @ 3274 E,40.609372,-111.801647,78729-80368
101481,BENGAL BLVD @ 3281 E,40.609501,-111.801826,78729-80368
101491,HIGHLAND DR @ 6065 S,40.640665,-111.834931,78720-81381
101492,HIGHLAND DR @ 8291 S,40.600651,-111.832096,78720-78731-78734-80369-81381-81495
101493,HIGHLAND DR @ 8350 S,40.599556,-111.832245,78720-78731-78734-80369-81381-81495
101494,HIGHLAND DR @ 7215 S,40.620035,-111.834216,78720-78731-78734-80369-81381-81495
101498,3300 S @ 120 E,40.699771,-111.887299,78732-80370
101501,3100 S @ 3248 W,40.703992,-111.968608,78726-80366
101502,5600 W @ 3061 S,40.704722,-112.024734,78835-80413
101503,HIGHBURY PARKWAY @ 5500 W,40.707972,-112.022725,78835-80413
101504,DAYBURY DRIVE @ 2675 S,40.710072,-112.020982,78835-80413
101505,5600 W @ 3122 S,40.703447,-112.025038,78835-80413
101506,MAIN ST @ 4434 S,40.675496,-111.891398,78714-80327
101507,9000 S @ 138 W,40.588204,-111.895197,78838-80416
101508,3100 S @ 3157 W,40.703825,-111.966813,78726-80366
101509,7800 S @ 1780 W,40.609636,-111.940835,78837-80415
101511,6200 S @ 4662 W,40.638651,-112.001365,78771-81390
101516,CONSTITUTION BLVD @ 3755 S,40.690437,-111.957859,78722-78736-80364-80373
101517,BALSA AVE @ 5388 W,40.636451,-112.019337,78771-78835-80413-81390
101518,BALSA AVE @ 5387 W,40.636351,-112.019415,78771-81390
101519,SLCC:West Jordan Campus,40.584286,-111.973365,78725-78838-80333-80416
101522,UNIVERSITY ST @ 160 S,40.765678,-111.852435,78711-78727-78728-78810-81376-81383-81384
101523,UNIVERSITY ST @ 165 S,40.765816,-111.85226,78711-78728-78810-81376-81384
101527,PIONEER RD @ 1020 E,40.525068,-111.862811,78833-80411-81587
101528,Draper Town Center Station,40.525271,-111.858303,78833-80411-81587
101529,1000 E @ 12121 S,40.531067,-111.862668,78833-80411
101530,1000 E @ 11825 S,40.536436,-111.862666,78833-80411
101531,11400 S @ 955 E,40.544371,-111.863352,78833-80411
101532,11400 S @ 825 E,40.544376,-111.868391,78833-80411
101542,11400 S @ 730 E,40.544175,-111.870801,78833-80411
101543,11400 S @ 840 E,40.544173,-111.867632,78833-80411
101544,1000 E @ 11420 S,40.543847,-111.862842,78833-80411
101545,1000 E @ 11840 S,40.536241,-111.862809,78833-80411
101546,1000 E @ 12040 S,40.531011,-111.862826,78833-80411
101547,1300 E @ 12760 S,40.519281,-111.853357,78833-80411
101548,1300 E @ 13556 S,40.504736,-111.853392,78833-80411
101550,500 E @ 1034 S,40.746585,-111.876818,78714-80327
101551,BALSA AVE @ 5560 W,40.636311,-112.023879,78771-78835-80413-81390
101552,5400 S @ 5740 W,40.653177,-112.027993,78761-78835-80351-80413
101553,6200 S @ 2016 E,40.638601,-111.833315,78729-80368
101558,GLEN EAGLES DRIVE @ 2791 S,40.709481,-112.026595,78835-80413
101559,5630 W @ 2750 S,40.709848,-112.025553,78835-80413
101560,2700 S @ 5520 W,40.711198,-112.022608,78755-78835-80346-80413
101567,WASATCH BLVD @ 3900 S,40.687779,-111.796627,78738-80375
101569,WASATCH BLVD @ 3870 S,40.687434,-111.796679,78811-81385
101570,WASATCH BLVD @ 3900 S,40.687315,-111.796886,78736-80373
101574,Redwood Rd @ 12640 S,40.521509,-111.938946,78830-80408
101575,Redwood Rd @ 12830 S,40.518053,-111.938796,78830-80408
101576,Redwood Rd @ 13166 S,40.512005,-111.938787,78830-80408
101577,13400 S @ 1780 W,40.507798,-111.940051,78830-80408
101578,13400 S @ 2010 W,40.507819,-111.944424,78830-80408
101579,13400 S @ 2360 W,40.507848,-111.951074,78830-80408
101580,13400 S @ 2562 W,40.507849,-111.954445,78830-80408
101581,13400 S @ 2780 W,40.507857,-111.959418,78830-78832-80408-80410
101582,13400 S @ 3062 W,40.507763,-111.964744,78830-78832-80408-80410
101584,3600 W @ 13373 S,40.508273,-111.976714,78760-78830-78834-80380-80408-80412
101585,13200 S @ 3740 W,40.510913,-111.979126,78760-78830-78834-80380-80408-80412
101586,3600 W @ 12907 S,40.517397,-111.976587,78760-78830-78834-80380-80408-80412
101587,3600 W @ 12681 S,40.520362,-111.976661,78760-78830-78834-80380-80408-80412
101600,11800 S @ 3451 W,40.536838,-111.973321,78830-80408
101601,11800 S @ 3450 W,40.536978,-111.973162,78830-80408
101602,BALSA AVE @ 5523 W,40.636264,-112.022776,78771-81390
101603,900 S @ 882 E,40.749708,-111.865959,78810-81392
101604,STATE ST @ 36 S,40.768239,-111.888389,78709-78712-78729-78731-78740-78741-78742-78749-78751-78752-78753-78756-80337-80342-80368-80369-80388-80389-81374-81377-81387-81389
101607,MAIN ST @ 7821 S,40.609201,-111.910217,78759-80350
101611,3000 E @ 6531 S,40.632618,-111.806416,78815-80386
101614,12600 S @ 2685 W,40.522219,-111.957059,78760-78830-78832-80380-80408-80410
101615,12600 S @ 2191 W,40.522162,-111.948021,78760-78830-78832-80380-80408-80410
101616,12600 S @ 1825 W,40.522176,-111.940725,78760-78830-80380-80408
101618,300 W @ 1720 S,40.732993,-111.899846,78810
101619,300 W @ 1635 S,40.734113,-111.899566,78810
101621,3300 S @ 49 E,40.699921,-111.889516,78732-80370
101622,3500 S @ 3545 W,40.696456,-111.976034,78725-78733-78735-80333-80371-80372
101623,3500 S @ 3419 W,40.696508,-111.972751,78725-78733-80333-80371
101624,3500 S @ 3149 W,40.696518,-111.966697,78733-80371
101625,3500 S @ 2785 W,40.696529,-111.959512,78733-80371
101626,3500 S @ 2880 W,40.696772,-111.961201,78733-80371
101627,3500 S @ 3252 W,40.696766,-111.968605,78725-78733-80333-80371
101628,3500 S @ 3492 W,40.69675,-111.974435,78725-78733-80333-80371
101629,3500 S @ 3656 W,40.696739,-111.978464,78725-78733-78735-80333-80371-80372
101632,3900 S @ 661 W,40.686909,-111.910202,78736-80373
101634,4000 W @ 8570 S,40.595508,-111.986521,78725-80333
101635,4000 W @ 8480 S,40.597652,-111.986509,78725-80333
101636,4000 W @ 8330 S,40.599431,-111.986497,78725-80333
101637,4000 W @ 8260 S,40.601171,-111.986484,78725-80333
101638,4000 W @ 8140 S,40.603118,-111.986474,78725-80333
101639,4000 W @ 8070 S,40.604675,-111.986486,78725-80333
101640,4000 W @ 7860 S,40.608335,-111.986462,78725-80333
101643,BILLY MITCHELL RD @ 456 N,40.778802,-112.014555,78762-81388
101644,BILLY MITCHELL RD @ 364 N,40.777083,-112.014553,78762-81388
101645,AMELIA EARHART DR @ 5243 W,40.776268,-112.019073,78762-81388
101650,JIMMY DOOLITTLE RD @ 565 N,40.780692,-112.019833,78762-81388
101651,AMELIA EARHART DR @ 5191 W,40.776242,-112.016399,78762-81388
101652,BILLY MITCHELL RD @ 570 N,40.780969,-112.014561,78762-81388
101653,HAROLD GATTY DR @ 4959 W,40.781227,-112.010163,78762-81388
101654,HAROLD GATTY DR @ 4819 W,40.781224,-112.006284,78762-81388
101655,WRIGHT BROTHERS DR @ 359 N,40.776669,-112.005934,78762-81388
101656,400 N @ 1847 W,40.778103,-111.944103,78718-80361
101657,HOLLADAY BLVD @ 5278 S,40.655357,-111.815366,78721-81382
101659,5000 W @ 13465 S,40.506381,-112.010299,78834-80412
101660,SHAGGY PEAK DRIVE @ 13700 S,40.502924,-112.012398,78834-80412
101661,SHAGGY PEAK DRIVE @ 14098 S,40.500609,-112.013326,78834-80412
101662,MIRABELLA DR @ 5720 W,40.494376,-112.027124,78834-80412
101664,MIRABELLA DR @ 13951 S,40.494782,-112.032521,78834-80412
101665,MIRABELLA DR @ 13735 S,40.502094,-112.035057,78834-80412
101667,MIRABELLA DR @ 13165 S,40.505629,-112.036094,78834-80412
101669,12600 S @ 3779 W,40.522152,-111.981503,78834-80412
101670,5600 W @ 13365 S,40.509188,-112.024374,78834-80412
101671,12875 S @ 3723 W,40.519613,-111.979479,78830
101672,9180 W @ 2690 S,40.711587,-112.110168,78733-80371
101673,STATE ST @ 3451 S,40.695881,-111.888093,78712-81377
101674,GLENDALE DR @ 1236 S,40.742106,-111.929006,78756
101675,GLENDALE DR @ 1237 S,40.742151,-111.928899,78756-81392
101677,100 S @ 891 E,40.767292,-111.865769,78720-80385
