trip_id,route_id,stop_code,time
3949735,80337,629198,11:28:43
3949735,80337,623212,11:17:32
3949735,80337,623214,11:18:38
3949735,80337,623231,11:20:00
3949735,80337,623296,11:24:00
3949735,80337,623297,11:24:27
3949735,80337,629151,11:27:33
3949735,80337,630033,11:35:53
3949735,80337,629168,11:29:27
3949735,80337,104003,11:58:04
3949735,80337,104067,11:59:01
3949735,80337,104014,12:05:19
3949735,80337,104015,12:05:41
3949735,80337,107010,12:22:04
3949735,80337,107011,12:22:28
3949735,80337,107012,12:22:43
3949735,80337,107013,12:23:02
3949735,80337,107014,12:23:56
3949735,80337,107016,12:24:35
3949735,80337,107017,12:24:58
3949735,80337,107018,12:25:11
3949735,80337,107021,12:25:59
3949735,80337,107023,12:26:35
3949735,80337,107024,12:26:49
3949735,80337,104016,12:06:06
3949735,80337,107003,12:19:46
3949735,80337,107004,12:20:13
3949735,80337,107005,12:20:31
3949735,80337,107006,12:20:43
3949735,80337,107007,12:21:00
3949735,80337,107008,12:21:23
3949735,80337,106007,12:16:00
3949735,80337,106008,12:16:39
3949735,80337,106004,12:17:45
3949735,80337,107066,12:18:39
3949735,80337,102036,11:48:55
3949735,80337,102037,11:49:20
3949735,80337,102038,11:50:46
3949735,80337,102039,11:51:17
3949735,80337,102040,11:51:47
3949735,80337,102041,11:52:42
3949735,80337,635014,11:39:00
3949735,80337,623087,11:06:00
3949735,80337,629068,11:25:14
3949735,80337,623386,11:04:09
3949735,80337,105012,12:04:17
3949735,80337,105017,12:03:34
3949735,80337,623387,11:07:09
3949735,80337,623388,11:07:42
3949735,80337,630006,11:31:45
3949735,80337,623402,11:12:00
3949735,80337,623403,11:13:01
3949735,80337,623404,11:14:09
3949735,80337,623405,11:15:15
3949735,80337,623406,11:16:03
3949735,80337,104007,12:05:00
3949735,80337,623414,11:14:45
3949735,80337,623418,11:16:48
3949735,80337,623422,11:10:48
3949735,80337,301013,12:19:00
3949735,80337,301017,11:55:00
3949735,80337,601079,11:09:43
3949735,80337,BB301056,12:12:00
3949735,80337,301318,12:21:36
3949735,80337,301332,11:53:50
3949735,80337,301336,12:00:41
3949735,80337,601199,11:09:10
3949735,80337,601206,11:03:02
3949735,80337,301363,11:48:24
3949735,80337,630032,11:32:36
3949735,80337,301371,12:03:06
3949735,80337,301409,12:07:00
3949735,80337,636115,11:11:20
3949735,80337,636121,11:22:00
3949735,80337,301429,11:46:00
3949735,80337,636187,11:33:15
3949735,80337,301464,12:14:08
3949735,80337,301476,12:15:27
3949735,80337,107026,12:28:00
3949735,80337,629172,11:28:04
3949735,80337,629149,11:27:00
3949735,80337,623202,11:02:00
