stop_id,trip_id,[times]
3765022,13330,[17:06:20]
3765022,13485,[16:59:49]
3765022,13560,[16:57:27]
3765022,13566,[16:59:01]
3765022,15848,[17:00:23]
3765022,15851,[17:01:26]
3765022,17486,[17:03:05]
3765022,17490,[17:04:42]
3765022,17493,[17:05:40]
3765022,17494,[17:07:46]
3765022,17499,[17:09:57]
3765022,18294,[17:13:00]
3765022,18299,[16:55:00]
3765022,18301,[17:03:33]
3765022,18304,[16:34:28]
3765022,18305,[16:35:41]
3765022,18342,[16:32:05]
3765022,2149,[16:50:00]
3765022,22855,[17:21:00]
3765022,24864,[16:30:00]
3765026,13330,[16:36:20]
3765026,13485,[16:29:49]
3765026,13560,[16:27:27]
3765026,13566,[16:29:01]
3765026,15848,[16:30:23]
3765026,15851,[16:31:26]
3765026,17486,[16:33:05]
3765026,17490,[16:34:42]
3765026,17493,[16:35:40]
3765026,17494,[16:37:46]
3765026,17499,[16:39:57]
3765026,18294,[16:43:00]
3765026,18299,[16:25:00]
3765026,18301,[16:33:33]
3765026,18304,[16:04:28]
3765026,18305,[16:05:41]
3765026,18342,[16:02:05]
3765026,2149,[16:20:00]
3765026,22855,[16:51:00]
3765026,24864,[16:00:00]
3765029,13330,[16:06:20]
3765029,13485,[15:59:49]
3765029,13560,[15:57:27]
3765029,13566,[15:59:01]
3765029,15848,[16:00:23]
3765029,15851,[16:01:26]
3765029,17486,[16:03:05]
3765029,17490,[16:04:42]
3765029,17493,[16:05:40]
3765029,17494,[16:07:46]
3765029,17499,[16:09:57]
3765029,18294,[16:13:00]
3765029,18299,[15:55:00]
3765029,18301,[16:03:33]
3765029,18304,[15:34:28]
3765029,18305,[15:35:41]
3765029,18342,[15:32:05]
3765029,2149,[15:50:00]
3765029,22855,[16:21:00]
3765029,24864,[15:30:00]
3765032,13330,[15:36:20]
3765032,13485,[15:29:49]
3765032,13560,[15:27:27]
3765032,13566,[15:29:01]
3765032,15848,[15:30:23]
3765032,15851,[15:31:26]
3765032,17486,[15:33:05]
3765032,17490,[15:34:42]
3765032,17493,[15:35:40]
3765032,17494,[15:37:46]
3765032,17499,[15:39:57]
3765032,18294,[15:43:00]
3765032,18299,[15:25:00]
3765032,18301,[15:33:33]
3765032,18304,[15:04:28]
3765032,18305,[15:05:41]
3765032,18342,[15:02:05]
3765032,2149,[15:20:00]
3765032,22855,[15:51:00]
3765032,24864,[15:00:00]
