stop_id,trip_id,time
3761923,13330,17:06:20
3761923,13485,16:59:49
3761923,13560,16:57:27
3761923,13566,16:59:01
3761923,15848,17:00:23
3761923,15851,17:01:26
3761923,17486,17:03:05
3761923,17490,17:04:42
3761923,17493,17:05:40
3761923,17494,17:07:46
3761923,17499,17:09:57
3761923,18294,17:13:00
3761923,18299,16:55:00
3761923,18301,17:03:33
3761923,18304,16:34:28
3761923,18305,16:35:41
3761923,18342,16:32:05
3761923,2149,16:50:00
3761923,22855,17:21:00
3761923,24864,16:30:00
3761926,13330,16:36:20
3761926,13485,16:29:49
3761926,13560,16:27:27
3761926,13566,16:29:01
3761926,15848,16:30:23
3761926,15851,16:31:26
3761926,17486,16:33:05
3761926,17490,16:34:42
3761926,17493,16:35:40
3761926,17494,16:37:46
3761926,17499,16:39:57
3761926,18294,16:43:00
3761926,18299,16:25:00
3761926,18301,16:33:33
3761926,18304,16:04:28
3761926,18305,16:05:41
3761926,18342,16:02:05
3761926,2149,16:20:00
3761926,22855,16:51:00
3761926,24864,16:00:00
3761929,13330,16:06:20
3761929,13485,15:59:49
3761929,13560,15:57:27
3761929,13566,15:59:01
3761929,15848,16:00:23
3761929,15851,16:01:26
3761929,17486,16:03:05
3761929,17490,16:04:42
3761929,17493,16:05:40
3761929,17494,16:07:46
3761929,17499,16:09:57
3761929,18294,16:13:00
3761929,18299,15:55:00
3761929,18301,16:03:33
3761929,18304,15:34:28
3761929,18305,15:35:41
3761929,18342,15:32:05
3761929,2149,15:50:00
3761929,22855,16:21:00
3761929,24864,15:30:00
3761932,13330,15:36:20
3761932,13485,15:29:49
3761932,13560,15:27:27
3761932,13566,15:29:01
3761932,15848,15:30:23
3761932,15851,15:31:26
3761932,17486,15:33:05
3761932,17490,15:34:42
3761932,17493,15:35:40
3761932,17494,15:37:46
3761932,17499,15:39:57
3761932,18294,15:43:00
3761932,18299,15:25:00
3761932,18301,15:33:33
3761932,18304,15:04:28
3761932,18305,15:05:41
3761932,18342,15:02:05
3761932,2149,15:20:00
3761932,22855,15:51:00
3761932,24864,15:00:00
