trip_id,route_id,stop_code,time
3843124,78786,TX126073,23:07:00
3843124,78786,TX128002,23:05:00
3843124,78786,TX136034,23:20:00
3843124,78786,TX136036,23:22:00
3843124,78786,TX136048,23:24:00
3843124,78786,TX153034,23:26:00
3843124,78786,TX153045,23:29:00
3843124,78786,TX153047,23:31:00
3843124,78786,TX153049,23:33:00
3843124,78786,TX173022,23:36:00
3843124,78786,TX173029,23:39:00
3843124,78786,TX125069,23:01:00
3843124,78786,TX125084,23:03:00
3843124,78786,TX125091,23:09:00
3843124,78786,TX125093,23:15:00
3843124,78786,TX125096,23:17:00
3843124,78786,TX136084,23:13:00
3843124,78786,TX173130,23:37:00
3843124,78786,TX101395,22:59:00
3843124,78786,TX101404,22:55:00
3843124,78786,TX101406,22:57:00
3843124,78786,TX198094,23:41:00
3843124,78786,TX198096,23:43:00
3843124,78786,TX198098,23:46:00
3843125,78786,TX126073,09:07:00
3843125,78786,TX128002,09:05:00
3843125,78786,TX136034,09:20:00
3843125,78786,TX136036,09:22:00
3843125,78786,TX136048,09:24:00
3843125,78786,TX153034,09:26:00
3843125,78786,TX153045,09:29:00
3843125,78786,TX153047,09:31:00
3843125,78786,TX153049,09:33:00
3843125,78786,TX173022,09:36:00
3843125,78786,TX173029,09:39:00
3843125,78786,TX125069,09:01:00
3843125,78786,TX125084,09:03:00
3843125,78786,TX125091,09:09:00
3843125,78786,TX125093,09:15:00
3843125,78786,TX125096,09:17:00
3843125,78786,TX136084,09:13:00
3843125,78786,TX173130,09:37:00
3843125,78786,TX101395,08:59:00
3843125,78786,TX101404,08:55:00
3843125,78786,TX101406,08:57:00
3843125,78786,TX198094,09:41:00
3843125,78786,TX198096,09:43:00
3843125,78786,TX198098,09:46:00
3843126,78786,TX126073,21:07:00
3843126,78786,TX128002,21:05:00
3843126,78786,TX136034,21:20:00
3843126,78786,TX136036,21:22:00
3843126,78786,TX136048,21:24:00
3843126,78786,TX153034,21:26:00
3843126,78786,TX153045,21:29:00
3843126,78786,TX153047,21:31:00
3843126,78786,TX153049,21:33:00
3843126,78786,TX173022,21:36:00
3843126,78786,TX173029,21:39:00
3843126,78786,TX125069,21:01:00
3843126,78786,TX125084,21:03:00
3843126,78786,TX125091,21:09:00
