trip_id,route_id,stop_code,time
3843773,78787,TX126074,12:48:00
3843773,78787,TX126081,12:45:00
3843773,78787,TX126101,12:43:00
3843773,78787,TX126115,12:40:00
3843773,78787,TX136034,13:03:00
3843773,78787,TX136036,13:05:00
3843773,78787,TX136048,13:07:00
3843773,78787,TX153034,13:09:00
3843773,78787,TX153045,13:13:00
3843773,78787,TX125091,12:52:00
3843773,78787,TX125093,12:58:00
3843773,78787,TX125096,13:00:00
3843773,78787,TX127243,12:37:00
3843773,78787,TX127251,12:35:00
3843773,78787,TX127253,12:34:00
3843773,78787,TX136084,12:56:00
3843773,78787,TX101717,13:32:00
3843773,78787,TX101719,13:30:00
3843773,78787,TX101721,13:28:00
3843773,78787,TX101723,13:25:00
3843773,78787,TX101725,13:23:00
3843773,78787,TX101727,13:20:00
3843773,78787,TX101729,13:19:00
3843773,78787,TX101731,13:17:00
3843773,78787,TX101734,13:34:00
3843774,78787,TX126074,10:33:00
3843774,78787,TX126081,10:30:00
3843774,78787,TX126101,10:28:00
3843774,78787,TX126115,10:25:00
3843774,78787,TX136034,10:48:00
3843774,78787,TX136036,10:50:00
3843774,78787,TX136048,10:52:00
3843774,78787,TX153034,10:54:00
3843774,78787,TX153045,10:58:00
3843774,78787,TX125091,10:37:00
3843774,78787,TX125093,10:43:00
3843774,78787,TX125096,10:45:00
3843774,78787,TX127243,10:22:00
3843774,78787,TX127251,10:20:00
3843774,78787,TX127253,10:19:00
3843774,78787,TX136084,10:41:00
3843774,78787,TX101717,11:17:00
3843774,78787,TX101719,11:15:00
3843774,78787,TX101721,11:13:00
3843774,78787,TX101723,11:10:00
3843774,78787,TX101725,11:08:00
3843774,78787,TX101727,11:05:00
3843774,78787,TX101729,11:04:00
3843774,78787,TX101731,11:02:00
3843774,78787,TX101734,11:19:00
3843775,78787,TX126074,21:48:00
3843775,78787,TX126081,21:45:00
3843775,78787,TX126101,21:43:00
3843775,78787,TX126115,21:40:00
3843775,78787,TX136034,22:03:00
3843775,78787,TX136036,22:05:00
3843775,78787,TX136048,22:07:00
3843775,78787,TX153034,22:09:00
3843775,78787,TX153045,22:13:00
3843775,78787,TX125091,21:52:00
3843775,78787,TX125093,21:58:00
3843775,78787,TX125096,22:00:00
3843775,78787,TX127243,21:37:00
3843775,78787,TX127251,21:35:00
3843775,78787,TX127253,21:34:00
3843775,78787,TX136084,21:56:00
3843775,78787,TX101717,22:32:00
3843775,78787,TX101719,22:30:00
3843775,78787,TX101721,22:28:00
